node_id,owner_server,owner_alliance,affiliation,acquired_at_jst,source,confidence,last_confirmed_at,last_event_id,status,note
#440:b-10,,WoW3,unknown,2026/05/27 18:15,legacy_management_table,medium,2026/05/27 18:15,,active,手入力ログ 2026/05/27 18:15 / #440 X:449 Y:149 Lv.1 密林の村 / 中立/未登録 -> WoW3 / 種別は都市に正規化 / 最初の連盟
#440:H-3,,BAJ,unknown,2026/05/27 15:08,legacy_management_table,medium,2026/05/27 15:08,,active,手入力ログ 2026/05/27 15:08 / #440 X:99 Y:699 Lv.1 漁場 / 中立/未登録 -> BAJ
#440:E-5,,BAJ,unknown,2026/05/27 6:16,legacy_management_table,medium,2026/05/27 6:16,,active,手入力ログ 2026/05/27 6:16 / #440 X:199 Y:399 Lv.2 漁場 / 中立/未登録 -> BAJ / 画像:269C1960-ECB0-4A5E-8F25-98B00614784B.jpeg
#440:A-5,,WoW3,unknown,2026/05/27 0:33,legacy_management_table,medium,2026/05/27 0:33,,active,手入力ログ 2026/05/27 0:33 / #440 X:199 Y:20 Lv.1 漁場 / 中立/未登録 -> WoW3 / 画像:EC98C0E9-48DF-4F7A-8B3D-02CA2FE91BBE.jpeg / 最初の連盟
#440:C-5,,DOLU,unknown,2026/05/26 21:03,legacy_management_table,medium,2026/05/26 21:03,,active,RAW_OCR_LOG row35 / #440 X:199 Y:199 Lv.2 漁場 / 中立/未登録 -> DOLU / 画像:5EB14927
#440:C-7,,DOLU,unknown,2026/05/26 20:23,legacy_management_table,medium,2026/05/26 20:23,,active,RAW_OCR_LOG row34 / #440 X:299 Y:199 Lv.2 漁場 / 中立/未登録 -> DOLU / 画像:B134A32E
#440:G-17,,TrX,unknown,2026/05/26 19:56,legacy_management_table,medium,2026/05/26 19:56,,active,RAW_OCR_LOG row32 / #440 X:799 Y:599 Lv.2 漁場 / 中立/未登録 -> TrX / 画像:D276CB23
#440:A-7,,WoW3,unknown,2026/05/26 10:58,legacy_management_table,medium,2026/05/26 10:58,,active,RAW_OCR_LOG row31 / #440 X:299 Y:20 Lv.1 漁場 / 中立/未登録 -> WoW3 / 画像:4E8F59DC
#440:B-19,,ANH2,unknown,2026/05/26 5:32,legacy_management_table,medium,2026/05/26 5:32,,active,RAW_OCR_LOG row23 / #440 X:899 Y:99 Lv.1 漁場 / 中立/未登録 -> ANH2 / 画像:1E0D536C
#440:I-15,,GcC,unknown,2026/05/30 23:41,legacy_management_table,medium,2026/05/30 23:41,,active,Dropbox赤字OCR IMG_1454.PNG / #440 X:699 Y:799 Lv.2 漁場 / IMp -> GcC
#440:D-5,,BAJ,unknown,2026/05/26 0:21,legacy_management_table,medium,2026/05/26 0:21,,active,赤字OCR IMG_1090.PNG / #440 X:199 Y:299 Lv.2 漁場 / 中立/未登録 -> BAJ / 最初の連盟
#440:E-9,,SsQ,unknown,2026/05/25 23:41,legacy_management_table,medium,2026/05/25 23:41,,active,赤字OCR IMG_1089.PNG / #440 X:399 Y:399 Lv.4 漁場 / 中立/未登録 -> SsQ
#440:D-7,,BAJ,unknown,2026/05/25 5:06,legacy_management_table,medium,2026/05/25 5:06,,active,手入力ログ 2026/05/25 05:06 / #440 X:299 Y:299 Lv.3 漁場 / 中立/未登録 -> BAJ / 最初の連盟
#440:A-1,,nv8,unknown,2026/05/25 3:42,legacy_management_table,medium,2026/05/25 3:42,,active,手入力ログ 2026/05/25 03:42 / #440 X:20 Y:20 Lv.1 漁場 / 中立/未登録 -> nv8 / 最初の連盟
#440:F-7,,BAJ,unknown,2026/05/25 1:36,legacy_management_table,medium,2026/05/25 1:36,,active,手入力ログ 2026/05/25 01:36 / #440 X:299 Y:499 Lv.3 漁場 / 中立/未登録 -> BAJ
#440:B-7,,WoW3,unknown,2026/05/24 19:26,legacy_management_table,medium,2026/05/24 19:26,,active,手入力ログ 2026/05/24 19:26 / #440 X:299 Y:99 Lv.1 漁場 / 中立/未登録 -> WoW3 / 最初の連盟
#440:H-7,,aTA,unknown,2026/05/24 18:20,legacy_management_table,medium,2026/05/24 18:20,,active,手入力ログ 2026/05/24 18:20 / #440 X:299 Y:699 Lv.3 漁場 / 中立/未登録 -> aTA
#440:A-9,,WoW3,unknown,2026/05/24 9:36,legacy_management_table,medium,2026/05/24 9:36,,active,赤字OCR IMG_0879.PNG / #440 X:399 Y:20 Lv.1 / 中立/未登録 -> WoW3
#440:C-9,,DOLU,unknown,2026/05/24 6:13,legacy_management_table,medium,2026/05/24 6:13,,active,赤字OCR IMG_0870.PNG / #440 X:399 Y:199 Lv.2 / 中立/未登録 -> DOLU
#440:b-12,,DOLU,unknown,2026/05/24 5:17,legacy_management_table,medium,2026/05/24 5:17,,active,赤字OCR IMG_0870.PNG / #440 X:549 Y:149 Lv.1 / 中立/未登録 -> DOLU / 時刻は前後スクショから推定
#440:b-14,,DOLU,unknown,2026/05/24 5:17,legacy_management_table,medium,2026/05/24 5:17,,active,赤字OCR IMG_0869.PNG / #440 X:649 Y:149 Lv.1 / 中立/未登録 -> DOLU
#440:C-11,,DOLU,unknown,2026/05/24 2:38,legacy_management_table,medium,2026/05/24 2:38,,active,赤字OCR IMG_0865.PNG / #440 X:499 Y:199 Lv.2 / 中立/未登録 -> DOLU
#440:e-14,,GcC,unknown,2026/05/23 21:58,legacy_management_table,medium,2026/05/23 21:58,,active,赤字OCR IMG_0744.PNG / #440 X:649 Y:449 Lv.3 / 中立/未登録 -> GcC
#440:f-14,,GcC,unknown,2026/05/23 21:58,legacy_management_table,medium,2026/05/23 21:58,,active,赤字OCR IMG_0744.PNG / #440 X:649 Y:549 Lv.3 / 中立/未登録 -> GcC
#440:d-14,,BAJ,unknown,2026/05/23 21:05,legacy_management_table,medium,2026/05/23 21:05,,active,赤字OCR IMG_0742.PNG / #440 X:649 Y:349 Lv.3 / 中立/未登録 -> BAJ
#440:H-5,,aTA,unknown,2026/05/23 21:05,legacy_management_table,medium,2026/05/23 21:05,,active,赤字OCR IMG_0743.PNG / #440 X:199 Y:699 Lv.2 / 中立/未登録 -> aTA
#440:d-12,,BAJ,unknown,2026/05/23 20:59,legacy_management_table,medium,2026/05/23 20:59,,active,赤字OCR IMG_0742.PNG / #440 X:549 Y:349 Lv.3 / 中立/未登録 -> BAJ
#440:h-4,,aTA,unknown,2026/05/23 20:10,legacy_management_table,medium,2026/05/23 20:10,,active,赤字OCR IMG_0714.PNG / #440 X:149 Y:749 Lv1 密林の村 / 中立/未登録 -> aTA
#440:I-5,,aTA,unknown,2026/05/23 19:15,legacy_management_table,medium,2026/05/23 19:15,,active,赤字OCR IMG_0713.PNG / #440 X:199 Y:799 Lv2 漁場 / 中立/未登録 -> aTA
#440:d-6,,GoDs,unknown,2026/05/23 18:07,legacy_management_table,medium,2026/05/23 18:07,,active,赤字OCR IMG_0710.PNG / #440 X:249 Y:349 Lv2 密林の兵舎 / 中立/未登録 -> GoDs
#440:i-6,,GoDs,unknown,2026/05/23 18:02,legacy_management_table,medium,2026/05/23 18:02,,active,赤字OCR IMG_0710.PNG / #440 X:249 Y:849 Lv1 密林の村 / 中立/未登録 -> GoDs
#440:f-4,,,unknown,2026/05/30 12:43,legacy_management_table,high,2026/05/30 12:43,,destroyed,都市破壊OCR IMG_1439.PNG / 2026/05/30 12:43:58 / #440 X:149 Y:549 Lv.1都市 / 攻撃側 #476[476M] / 防衛側 #440[IMp] / 宝箱×2 / 破壊済み・復活なし
#440:e-4,,,unknown,2026/05/30 12:43,legacy_management_table,high,2026/05/30 12:43,,destroyed,都市破壊OCR IMG_1438.PNG / 2026/05/30 12:43:32 / #440 X:149 Y:449 Lv.1都市 / 攻撃側 #476[476X] / 防衛側 #440[IMp] / 宝箱×2 / 破壊済み・復活なし
#440:F-5,,TrX,unknown,2026/05/23 16:21,legacy_management_table,medium,2026/05/23 16:21,,active,赤字OCR IMG_0703.PNG / #440 X:199 Y:499 Lv2 漁場 / 中立/未登録 -> TrX
#440:G-5,,TrX,unknown,2026/05/23 16:21,legacy_management_table,medium,2026/05/23 16:21,,active,赤字OCR IMG_0703.PNG / #440 X:199 Y:599 Lv2 漁場 / 中立/未登録 -> TrX
#440:h-18,,TrX,unknown,2026/05/23 15:48,legacy_management_table,medium,2026/05/23 15:48,,active,赤字OCR IMG_0701.PNG / #440 X:849 Y:749 Lv1 密林の村 / 中立/未登録 -> TrX
#440:g-20,,TrX,unknown,2026/05/23 15:36,legacy_management_table,medium,2026/05/23 15:36,,active,赤字OCR IMG_0699.PNG / #440 X:949 Y:649 Lv1 密林の村 / 中立/未登録 -> TrX
#440:d-16,,TaW,unknown,2026/05/23 14:13,legacy_management_table,medium,2026/05/23 14:13,,active,赤字OCR IMG_0693.PNG / #440 X:749 Y:349 Lv2 密林の兵舎 / 中立/未登録 -> TaW
#440:i-16,,TaW,unknown,2026/05/23 14:06,legacy_management_table,medium,2026/05/23 14:06,,active,赤字OCR IMG_0693.PNG / #440 X:749 Y:849 Lv1 密林の村 / 中立/未登録 -> TaW
#440:E-7,,GoDs,unknown,2026/05/23 5:21,legacy_management_table,medium,2026/05/23 5:21,,active,赤字OCR IMG_0638.PNG / #440 X:299 Y:399 Lv.3 / 中立/未登録 -> GoDs
#440:D-3,,IMp,unknown,2026/05/23 4:31,legacy_management_table,medium,2026/05/23 4:31,,active,赤字OCR IMG_0637.PNG / #440 X:99 Y:299 Lv.1 / 中立/未登録 -> IMp
#440:D-15,,DOLU,unknown,2026/05/23 2:34,legacy_management_table,medium,2026/05/23 2:34,,active,赤字OCR IMG_0634.PNG / #440 X:699 Y:299 Lv.3 / 中立/未登録 -> DOLU
#440:E-17,,TaW,unknown,2026/05/22 23:50,legacy_management_table,medium,2026/05/22 23:50,,active,赤字OCR IMG_0616.PNG / #440 X:799 Y:399 Lv.2 / 中立/未登録 -> TaW
#440:j-14,#476,476A,unknown,2026/05/22 23:20,legacy_management_table,medium,2026/05/22 23:20,,active,赤字OCR IMG_0608.PNG / #440 X:649 Y:949 Lv.3 / 中立/未登録 -> 476A / 時刻は前後スクショから推定
#440:j-10,,GcC,unknown,2026/05/22 23:15,legacy_management_table,medium,2026/05/22 23:15,,active,赤字OCR IMG_0600.PNG / #440 X:449 Y:949 Lv.4 / 中立/未登録 -> GcC / 時刻は前後スクショから推定
#440:j-12,#476,476A,unknown,2026/05/22 23:15,legacy_management_table,medium,2026/05/22 23:15,,active,赤字OCR IMG_0598.PNG / #440 X:549 Y:949 Lv.4 / 中立/未登録 -> 476A
#440:j-16,,BAJ,unknown,2026/05/22 23:15,legacy_management_table,medium,2026/05/22 23:15,,active,赤字OCR IMG_0597.PNG / #440 X:749 Y:949 Lv.2 / 中立/未登録 -> BAJ / 時刻は前後スクショから推定
#440:j-18,,GoDs,unknown,2026/05/22 23:15,legacy_management_table,medium,2026/05/22 23:15,,active,赤字OCR IMG_0595.PNG / #440 X:849 Y:949 Lv.1 / 中立/未登録 -> GoDs / 時刻は前後スクショから推定
#440:j-2,#476,476A,unknown,2026/05/22 23:15,legacy_management_table,medium,2026/05/22 23:15,,active,赤字OCR IMG_0589.PNG / #440 X:49 Y:949 Lv.1 / 中立/未登録 -> 476A / 時刻は前後スクショから推定
#440:j-20,,TaW,unknown,2026/05/22 23:15,legacy_management_table,medium,2026/05/22 23:15,,active,赤字OCR IMG_0588.PNG / #440 X:949 Y:949 Lv.1 / TrX -> TaW / 時刻は前後スクショから推定
#440:j-4,#476,476B,unknown,2026/05/22 23:15,legacy_management_table,medium,2026/05/22 23:15,,active,赤字OCR IMG_0592.PNG / #440 X:149 Y:949 Lv.1 / 中立/未登録 -> 476B / 時刻は前後スクショから推定
#440:j-6,#476,476A,unknown,2026/05/22 23:15,legacy_management_table,medium,2026/05/22 23:15,,active,赤字OCR IMG_0603.PNG / #440 X:249 Y:949 Lv.2 / 中立/未登録 -> 476A / 時刻は前後スクショから推定
#440:j-8,#476,476B,unknown,2026/05/22 23:15,legacy_management_table,medium,2026/05/22 23:15,,active,赤字OCR IMG_0600.PNG / #440 X:349 Y:949 Lv.3 / 中立/未登録 -> 476B / 時刻は前後スクショから推定
#440:E-11,,GoDs,unknown,2026/05/22 21:44,legacy_management_table,medium,2026/05/22 21:44,,active,赤字OCR IMG_0584.PNG / #440 X:499 Y:399 Lv.4 / 中立/未登録 -> GoDs
#440:D-1,,TrX,unknown,2026/05/22 18:36,legacy_management_table,medium,2026/05/22 18:36,,active,赤字OCR IMG_0579.PNG / #440 X:20 Y:299 Lv.1 / 中立/未登録 -> TrX
#440:F-3,#476,476X,unknown,2026/05/30 23:41,legacy_management_table,medium,2026/05/30 23:41,,active,Dropbox赤字OCR IMG_1454.PNG / #440 X:99 Y:499 Lv.1 漁場 / TrX -> 476X
#440:E-1,,IMp,unknown,2026/05/22 16:39,legacy_management_table,medium,2026/05/22 16:39,,active,赤字OCR IMG_0576.PNG / #440 X:20 Y:399 Lv.1 / 中立/未登録 -> IMp
#440:C-13,,DOLU,unknown,2026/05/22 16:20,legacy_management_table,medium,2026/05/22 16:20,,active,赤字OCR IMG_0576.PNG / #440 X:599 Y:199 Lv.2 / 中立/未登録 -> DOLU
#440:H-17,,TrX,unknown,2026/05/22 8:43,legacy_management_table,medium,2026/05/22 8:43,,active,OCR IMG_0564.PNG / #440 X:799 Y:699 Lv.2 / 中立/未登録 -> TrX
#440:D-19,,ANH2,unknown,2026/05/22 6:53,legacy_management_table,medium,2026/05/22 6:53,,active,OCR IMG_0561.PNG / #440 X:899 Y:299 Lv.1 / 中立/未登録 -> ANH2
#440:F-13,,TaW,unknown,2026/05/21 16:01,legacy_management_table,medium,2026/05/21 16:01,,active,OCR IMG_0533.PNG / #440 X:599 Y:499 Lv.4 / 中立/未登録 -> TaW
#440:J-7,,IMp,unknown,2026/05/21 7:52,legacy_management_table,medium,2026/05/21 7:52,,active,OCR IMG_0509.PNG / #440 X:299 Y:978 Lv.1
#440:J-17,,AAOA,unknown,2026/05/30 23:54,legacy_management_table,medium,2026/05/30 23:54,,active,Dropbox赤字OCR IMG_1456.PNG / #440 X:799 Y:899 Lv.1 漁場 / TaW -> AAOA / 時刻は前後スクショから推定
#440:G-1,,IMp,unknown,2026/05/21 3:43,legacy_management_table,medium,2026/05/21 3:43,,active,OCR IMG_0499.PNG / #440 X:20 Y:599 Lv.1
#440:C-17,,DOLU,unknown,2026/05/21 2:57,legacy_management_table,medium,2026/05/21 2:57,,active,OCR IMG_0493.PNG / #440 X:799 Y:199 Lv.2
#440:C-15,,DOLU,unknown,2026/05/21 2:47,legacy_management_table,medium,2026/05/21 2:47,,active,OCR IMG_0492.PNG / #440 X:699 Y:199 Lv.2
#440:c-10,,IMp,unknown,2026/05/21 0:27,legacy_management_table,medium,2026/05/21 0:27,,active,OCR IMG_0483.PNG / #440 X:449 Y:249 Lv.2 / IMpに表記統一
#440:J-13,,TaW,unknown,2026/05/21 0:27,legacy_management_table,medium,2026/05/21 0:27,,active,OCR IMG_0482.PNG / #440 X:599 Y:978 Lv.1
#440:g-4,,IMp,unknown,2026/05/20 23:39,legacy_management_table,medium,2026/05/20 23:39,,active,OCR IMG_0472.PNG / #440 X:149 Y:649 Lv.1
#440:g-10,,GcC,unknown,2026/05/20 23:01,legacy_management_table,medium,2026/05/20 23:01,,active,OCR IMG_0456.PNG / #440 X:449 Y:649 Lv.3
#440:a-20,,DOLU,unknown,2026/05/20 17:20,legacy_management_table,medium,2026/05/20 17:20,,active,OCR IMG_0453.PNG / #440 X:949 Y:49 Lv.1 / 中立/未登録→DOLU
#440:g-18,,TrX,unknown,2026/05/20 15:41,legacy_management_table,medium,2026/05/20 15:41,,active,OCR IMG_0451.PNG / #440 X:849 Y:649 Lv.1 / 中立/未登録→TrX
#440:c-12,,TrX,unknown,2026/05/20 15:26,legacy_management_table,medium,2026/05/20 15:26,,active,OCR IMG_0450.PNG / #440 X:549 Y:249 Lv.2
#440:e-16,,TaW,unknown,2026/05/20 11:24,legacy_management_table,medium,2026/05/20 11:24,,active,OCR IMG_0389.PNG / #440 X:749 Y:449 Lv.2 / TaW維持
#440:e-6,,GoDs,unknown,2026/05/20 11:08,legacy_management_table,medium,2026/05/20 11:08,,active,OCR IMG_0387.PNG / #440 X:249 Y:449 Lv.2 / GoDs維持
#440:f-16,,TaW,unknown,2026/05/20 11:08,legacy_management_table,medium,2026/05/20 11:08,,active,OCR IMG_0388.PNG / #440 X:749 Y:549 Lv.2 / TaW維持
#440:f-6,,GoDs,unknown,2026/05/20 11:04,legacy_management_table,medium,2026/05/20 11:04,,active,新規画像: #440 X:249 Y:549 Lv.2 密林の兵舎
#440:H-1,,BAJ,unknown,2026/05/30 15:14,legacy_management_table,medium,2026/05/30 15:14,,active,追加OCR 2026/05/30 15:14 / #440 X:20 Y:699 Lv.1 漁場 / IMp -> BAJ
#440:B-9,,WoW3,unknown,2026/05/20 2:35,legacy_management_table,medium,2026/05/20 2:35,,active,OCR IMG_0371.PNG / #440 X:399 Y:99 Lv.1
#440:J-3,,GoDs,unknown,2026/05/20 0:00,legacy_management_table,medium,2026/05/20 0:00,,active,OCR IMG_0462.PNG / #440 X:99 Y:978 Lv.1 / 時刻OCR要確認 / 読取要確認
#440:F-21,,TrX,unknown,2026/05/19 22:27,legacy_management_table,medium,2026/05/19 22:27,,active,画像19: #440 X:978 Y:499 Lv1
#440:J-11,,TrX,unknown,2026/05/19 18:56,legacy_management_table,medium,2026/05/19 18:56,,active,画像14: #440 X:499 Y:899 Lv1
#440:I-1,,GoDs,unknown,2026/05/19 16:37,legacy_management_table,medium,2026/05/19 16:37,,active,画像10: #440 X:20 Y:799 Lv1
#440:J-15,,TaW,unknown,2026/05/19 15:12,legacy_management_table,medium,2026/05/19 15:12,,active,画像7: #440 X:699 Y:899 Lv1
#440:a-10,,,unknown,,legacy_management_table,low,,,unknown,
#440:A-11,,,unknown,,legacy_management_table,low,,,unknown,
#440:a-12,,,unknown,,legacy_management_table,low,,,unknown,
#440:A-13,,,unknown,,legacy_management_table,low,,,unknown,
#440:a-14,,,unknown,,legacy_management_table,low,,,unknown,
#440:A-15,,,unknown,,legacy_management_table,low,,,unknown,
#440:a-16,,,unknown,,legacy_management_table,low,,,unknown,
#440:A-17,,,unknown,,legacy_management_table,low,,,unknown,
#440:a-18,,,unknown,,legacy_management_table,low,,,unknown,
#440:A-19,,,unknown,,legacy_management_table,low,,,unknown,
#440:a-2,,,unknown,,legacy_management_table,low,,,unknown,
#440:A-21,,,unknown,,legacy_management_table,low,,,unknown,
#440:A-3,,WoW3,unknown,2026/05/29 20:55,legacy_management_table,medium,2026/05/29 20:55,,active,動画OCR 20260529_214926_trim15 crop_0181.png / #440 X:99 Y:20 Lv.1 漁場 / 中立/未登録 -> WoW3 / 最初の連盟
#440:a-4,,,unknown,,legacy_management_table,low,,,unknown,
#440:a-6,,,unknown,,legacy_management_table,low,,,unknown,
#440:a-8,,,unknown,,legacy_management_table,low,,,unknown,
#440:B-1,,,unknown,,legacy_management_table,low,,,unknown,
#440:B-11,,,unknown,,legacy_management_table,low,,,unknown,
#440:B-13,,,unknown,,legacy_management_table,low,,,unknown,
#440:B-15,,,unknown,,legacy_management_table,low,,,unknown,
#440:b-16,,,unknown,,legacy_management_table,low,,,unknown,
#440:B-17,,,unknown,,legacy_management_table,low,,,unknown,
#440:b-18,,,unknown,,legacy_management_table,low,,,unknown,
#440:b-2,,,unknown,,legacy_management_table,low,,,unknown,
#440:b-20,,,unknown,,legacy_management_table,low,,,unknown,
#440:B-21,,,unknown,,legacy_management_table,low,,,unknown,
#440:B-3,,,unknown,,legacy_management_table,low,,,unknown,
#440:b-4,,,unknown,,legacy_management_table,low,,,unknown,
#440:B-5,,,unknown,,legacy_management_table,low,,,unknown,
#440:b-6,,,unknown,,legacy_management_table,low,,,unknown,
#440:b-8,,,unknown,,legacy_management_table,low,,,unknown,
#440:C-1,,,unknown,,legacy_management_table,low,,,unknown,
#440:c-14,,,unknown,,legacy_management_table,low,,,unknown,
#440:c-16,,,unknown,,legacy_management_table,low,,,unknown,
#440:c-18,,,unknown,,legacy_management_table,low,,,unknown,
#440:C-19,,,unknown,,legacy_management_table,low,,,unknown,
#440:c-2,,,unknown,,legacy_management_table,low,,,unknown,
#440:c-20,,,unknown,,legacy_management_table,low,,,unknown,
#440:C-21,,,unknown,,legacy_management_table,low,,,unknown,
#440:C-3,,,unknown,,legacy_management_table,low,,,unknown,
#440:c-4,,,unknown,,legacy_management_table,low,,,unknown,
#440:c-6,,,unknown,,legacy_management_table,low,,,unknown,
#440:c-8,,,unknown,,legacy_management_table,low,,,unknown,
#440:d-10,,,unknown,,legacy_management_table,low,,,unknown,
#440:D-11,,,unknown,,legacy_management_table,low,,,unknown,
#440:D-13,,,unknown,,legacy_management_table,low,,,unknown,
#440:D-17,,,unknown,,legacy_management_table,low,,,unknown,
#440:d-18,,,unknown,,legacy_management_table,low,,,unknown,
#440:d-2,,,unknown,,legacy_management_table,low,,,unknown,
#440:d-20,,,unknown,,legacy_management_table,low,,,unknown,
#440:D-21,,,unknown,,legacy_management_table,low,,,unknown,
#440:d-4,,,unknown,,legacy_management_table,low,,,unknown,
#440:d-8,,,unknown,,legacy_management_table,low,,,unknown,
#440:D-9,,,unknown,,legacy_management_table,low,,,unknown,
#440:e-10,,,unknown,,legacy_management_table,low,,,unknown,
#440:e-12,,,unknown,,legacy_management_table,low,,,unknown,
#440:E-13,,,unknown,,legacy_management_table,low,,,unknown,
#440:E-15,,,unknown,,legacy_management_table,low,,,unknown,
#440:e-18,,,unknown,,legacy_management_table,low,,,unknown,
#440:E-19,,,unknown,,legacy_management_table,low,,,unknown,
#440:e-2,,,unknown,,legacy_management_table,low,,,unknown,
#440:e-20,,,unknown,,legacy_management_table,low,,,unknown,
#440:E-21,,,unknown,,legacy_management_table,low,,,unknown,
#440:E-3,,,unknown,,legacy_management_table,low,,,unknown,
#440:e-8,,,unknown,,legacy_management_table,low,,,unknown,
#440:F-1,#476,476X,unknown,2026/05/30 23:33,legacy_management_table,medium,2026/05/30 23:33,,active,Dropbox赤字OCR IMG_1452.PNG / #440 X:20 Y:499 Lv.1 漁場 / 中立/未登録 -> 476X / 時刻は前後スクショから推定
#440:f-10,,,unknown,,legacy_management_table,low,,,unknown,
#440:F-11,,,unknown,,legacy_management_table,low,,,unknown,
#440:f-12,,,unknown,,legacy_management_table,low,,,unknown,
#440:F-15,,SsQ,unknown,2026/05/29 4:02,legacy_management_table,medium,2026/05/29 4:02,,active,Dropbox赤字OCR IMG_1335.PNG / #440 X:699 Y:499 Lv.3 漁場 / 中立/未登録 -> SsQ
#440:F-17,,SsQ,unknown,2026/05/29 4:39,legacy_management_table,medium,2026/05/29 4:39,,active,Dropbox赤字OCR IMG_1336.PNG / #440 X:799 Y:499 Lv.2 漁場 / 中立/未登録 -> SsQ / 時刻は画像内表示から補正
#440:f-18,,,unknown,,legacy_management_table,low,,,unknown,
#440:F-19,,,unknown,,legacy_management_table,low,,,unknown,
#440:f-2,,,unknown,2026/05/30 12:46,legacy_management_table,high,2026/05/30 12:46,,destroyed,都市破壊OCR IMG_1439.PNG / 2026/05/30 12:46:46 / #440 X:49 Y:549 Lv.1都市 / 攻撃側 #476[476M] / 防衛側 #440 / 宝箱×2 / 破壊済み・復活なし
#440:f-20,,,unknown,,legacy_management_table,low,,,unknown,
#440:f-8,,,unknown,,legacy_management_table,low,,,unknown,
#440:F-9,,,unknown,,legacy_management_table,low,,,unknown,
#440:G-11,,,unknown,,legacy_management_table,low,,,unknown,
#440:g-12,,,unknown,,legacy_management_table,low,,,unknown,
#440:G-13,,,unknown,,legacy_management_table,low,,,unknown,
#440:g-14,,,unknown,,legacy_management_table,low,,,unknown,
#440:G-15,,,unknown,,legacy_management_table,low,,,unknown,
#440:g-16,,,unknown,,legacy_management_table,low,,,unknown,
#440:G-19,,,unknown,,legacy_management_table,low,,,unknown,
#440:g-2,,,unknown,,legacy_management_table,low,,,unknown,
#440:G-21,,,unknown,,legacy_management_table,low,,,unknown,
#440:G-3,,,unknown,,legacy_management_table,low,,,unknown,
#440:g-6,,,unknown,,legacy_management_table,low,,,unknown,
#440:G-7,,,unknown,,legacy_management_table,low,,,unknown,
#440:g-8,,,unknown,,legacy_management_table,low,,,unknown,
#440:G-9,,,unknown,,legacy_management_table,low,,,unknown,
#440:h-10,,,unknown,,legacy_management_table,low,,,unknown,
#440:H-11,,,unknown,,legacy_management_table,low,,,unknown,
#440:h-12,,,unknown,,legacy_management_table,low,,,unknown,
#440:H-13,,,unknown,,legacy_management_table,low,,,unknown,
#440:h-14,,,unknown,,legacy_management_table,low,,,unknown,
#440:H-15,,,unknown,,legacy_management_table,low,,,unknown,
#440:h-16,,,unknown,,legacy_management_table,low,,,unknown,
#440:H-19,,,unknown,,legacy_management_table,low,,,unknown,
#440:h-2,,,unknown,,legacy_management_table,low,,,unknown,
#440:h-20,,,unknown,,legacy_management_table,low,,,unknown,
#440:H-21,,,unknown,,legacy_management_table,low,,,unknown,
#440:h-6,,,unknown,,legacy_management_table,low,,,unknown,
#440:h-8,,,unknown,,legacy_management_table,low,,,unknown,
#440:H-9,,,unknown,,legacy_management_table,low,,,unknown,
#440:i-10,,,unknown,,legacy_management_table,low,,,unknown,
#440:I-11,,,unknown,,legacy_management_table,low,,,unknown,
#440:i-12,,,unknown,,legacy_management_table,low,,,unknown,
#440:I-13,,,unknown,,legacy_management_table,low,,,unknown,
#440:i-14,,,unknown,,legacy_management_table,low,,,unknown,
#440:I-17,,TaW,unknown,2026/05/31 0:39,legacy_management_table,medium,2026/05/31 0:39,,active,Dropbox赤字OCR IMG_1457.PNG / #440 X:799 Y:799 Lv.2 漁場 / 中立/未登録 -> TaW
#440:i-18,,,unknown,2026/05/30 20:41,legacy_management_table,high,2026/05/30 20:41,,destroyed,"Dropbox破壊OCR IMG_1466.PNG / 2026/05/30 20:41:23 / #480[AAOA] が #440 領有中の Lv.1都市 #440(849,849) を破壊 / 宝箱x2 / 破壊済み・復活なし"
#440:I-19,,,unknown,,legacy_management_table,low,,,unknown,
#440:i-2,,,unknown,,legacy_management_table,low,,,unknown,
#440:i-20,,,unknown,,legacy_management_table,low,,,unknown,
#440:I-21,,,unknown,,legacy_management_table,low,,,unknown,
#440:I-3,,,unknown,,legacy_management_table,low,,,unknown,
#440:i-4,,,unknown,,legacy_management_table,low,,,unknown,
#440:I-7,,,unknown,,legacy_management_table,low,,,unknown,
#440:i-8,,,unknown,,legacy_management_table,low,,,unknown,
#440:I-9,,,unknown,,legacy_management_table,low,,,unknown,
#440:J-1,,,unknown,,legacy_management_table,low,,,unknown,
#440:J-19,,,unknown,,legacy_management_table,low,,,unknown,
#440:J-21,,,unknown,,legacy_management_table,low,,,unknown,
#440:J-5,,,unknown,,legacy_management_table,low,,,unknown,
#440:J-9,,,unknown,,legacy_management_table,low,,,unknown,
#440:K-1,,,unknown,,legacy_management_table,low,,,unknown,
#440:K-11,,,unknown,,legacy_management_table,low,,,unknown,
#440:K-13,,,unknown,,legacy_management_table,low,,,unknown,
#440:K-15,,,unknown,,legacy_management_table,low,,,unknown,
#440:K-17,,WbW,unknown,2026/05/30 23:30,legacy_management_table,medium,2026/05/30 23:30,,active,Dropbox赤字OCR IMG_1451.PNG / #440 X:799 Y:978 Lv.1 漁場 / 中立/未登録 -> WbW / 時刻は前後スクショから推定
#440:K-19,,,unknown,,legacy_management_table,low,,,unknown,
#440:K-21,,,unknown,,legacy_management_table,low,,,unknown,
#440:K-3,,,unknown,,legacy_management_table,low,,,unknown,
#440:K-5,,,unknown,,legacy_management_table,low,,,unknown,
#440:K-7,,,unknown,,legacy_management_table,low,,,unknown,
#440:K-9,,,unknown,,legacy_management_table,low,,,unknown,
