node_id,coord,node_type_norm,current_alliance,status_norm,protection_status,safe_until_jst,frontline_group,server_side,enemy_flag,destroyed_flag,strategic_value,risk_score,risk_level,risk_note
#509:h-18,h-18,city,,destroyed,destroyed,,other,destroyed,FALSE,TRUE,30,130,critical,city +30; destroyed_flag +100
#509:h-2,h-2,city,KOCH,owned,safe_time_missing,,other,unknown,FALSE,FALSE,30,30,mid,city +30
#509:H-21,H-21,fishery,xjR,owned,safe_time_missing,,other,unknown,FALSE,FALSE,10,10,low,fishery +10
#509:H-3,H-3,fishery,KOCH,owned,safe_time_missing,,other,unknown,FALSE,FALSE,10,10,low,fishery +10
#509:H-5,H-5,fishery,BHE,owned,safe_time_missing,,other,unknown,FALSE,FALSE,10,10,low,fishery +10
#509:H-7,H-7,fishery,BHE,owned,safe_time_missing,,other,unknown,FALSE,FALSE,10,10,low,fishery +10
#509:H-9,H-9,fishery,BHE,owned,safe_time_missing,,other,unknown,FALSE,FALSE,10,10,low,fishery +10
#509:I-1,I-1,fishery,noI,owned,safe_time_missing,,other,unknown,FALSE,FALSE,10,10,low,fishery +10
#509:i-10,i-10,city,AoW,owned,safe_time_missing,,other,unknown,FALSE,FALSE,30,30,mid,city +30
#509:i-12,i-12,city,AoW,owned,safe_time_missing,,other,unknown,FALSE,FALSE,30,30,mid,city +30
#509:i-14,i-14,city,,destroyed,destroyed,,other,destroyed,FALSE,TRUE,30,130,critical,city +30; destroyed_flag +100
#509:i-16,i-16,city,,destroyed,destroyed,,other,destroyed,FALSE,TRUE,30,130,critical,city +30; destroyed_flag +100
#509:I-19,I-19,fishery,UMN,owned,safe_time_missing,,other,unknown,FALSE,FALSE,10,10,low,fishery +10
#509:i-2,i-2,city,,neutral_or_unknown,neutral_or_unknown,,other,unknown,FALSE,FALSE,30,30,mid,city +30
#509:I-21,I-21,fishery,Stj,owned,safe_time_missing,,other,unknown,FALSE,FALSE,10,10,low,fishery +10
#509:I-3,I-3,fishery,xjR,owned,safe_time_missing,,other,unknown,FALSE,FALSE,10,10,low,fishery +10
#509:i-4,i-4,city,,neutral_or_unknown,neutral_or_unknown,,other,unknown,FALSE,FALSE,30,30,mid,city +30
#509:i-6,i-6,city,OWM,owned,safe_time_missing,,other,unknown,FALSE,FALSE,30,30,mid,city +30
#509:i-8,i-8,city,OWM,owned,safe_time_missing,,other,unknown,FALSE,FALSE,30,30,mid,city +30
#509:J-1,J-1,fishery,noI,owned,safe_time_missing,,other,unknown,FALSE,FALSE,10,10,low,fishery +10
#509:j-10,j-10,city,AoW,owned,safe_time_missing,,other,unknown,FALSE,FALSE,30,30,mid,city +30
#509:J-11,J-11,fishery,fzn,owned,safe_time_missing,,other,enemy,TRUE,FALSE,10,50,mid,fishery +10; enemy_flag +40
#509:j-12,j-12,city,AoW,owned,safe_time_missing,,other,unknown,FALSE,FALSE,30,30,mid,city +30
#509:j-14,j-14,city,OTT,owned,safe_time_missing,,other,unknown,FALSE,FALSE,30,30,mid,city +30
#509:J-15,J-15,fishery,xjR,owned,safe_time_missing,,other,unknown,FALSE,FALSE,10,10,low,fishery +10
#509:j-16,j-16,city,OTT,owned,safe_time_missing,,other,unknown,FALSE,FALSE,30,30,mid,city +30
#509:j-2,j-2,city,,neutral_or_unknown,neutral_or_unknown,,other,unknown,FALSE,FALSE,30,30,mid,city +30
#509:J-21,J-21,fishery,fzn,owned,safe_time_missing,,other,enemy,TRUE,FALSE,10,50,mid,fishery +10; enemy_flag +40
#509:J-3,J-3,fishery,OWM,owned,safe_time_missing,,other,unknown,FALSE,FALSE,10,10,low,fishery +10
#509:j-4,j-4,city,,neutral_or_unknown,neutral_or_unknown,,other,unknown,FALSE,FALSE,30,30,mid,city +30
#509:J-5,J-5,fishery,OWM,owned,safe_time_missing,,other,unknown,FALSE,FALSE,10,10,low,fishery +10
#509:j-6,j-6,city,OWM,owned,safe_time_missing,,other,unknown,FALSE,FALSE,30,30,mid,city +30
#509:J-7,J-7,fishery,xjR,owned,safe_time_missing,,other,unknown,FALSE,FALSE,10,10,low,fishery +10
#509:j-8,j-8,city,OWM,owned,safe_time_missing,,other,unknown,FALSE,FALSE,30,30,mid,city +30
#509:J-9,J-9,fishery,fzn,owned,safe_time_missing,,other,enemy,TRUE,FALSE,10,50,mid,fishery +10; enemy_flag +40
#509:K-1,K-1,fishery,KOCH,owned,safe_time_missing,,other,unknown,FALSE,FALSE,10,10,low,fishery +10
#509:K-17,K-17,fishery,OTT,owned,safe_time_missing,,other,unknown,FALSE,FALSE,10,10,low,fishery +10
#509:K-19,K-19,fishery,OTT,owned,safe_time_missing,,other,unknown,FALSE,FALSE,10,10,low,fishery +10
#509:K-21,K-21,fishery,UMN,owned,safe_time_missing,,other,unknown,FALSE,FALSE,10,10,low,fishery +10
#509:K-3,K-3,fishery,OWM,owned,safe_time_missing,,other,unknown,FALSE,FALSE,10,10,low,fishery +10
#509:K-5,K-5,fishery,OWM,owned,safe_time_missing,,other,unknown,FALSE,FALSE,10,10,low,fishery +10
#509:K-7,K-7,fishery,OWM,owned,safe_time_missing,,other,unknown,FALSE,FALSE,10,10,low,fishery +10
#511:A-7,A-7,fishery,K4TR,owned,safe_time_missing,,other,unknown,FALSE,FALSE,10,10,low,fishery +10
#511:B-7,B-7,fishery,u3o,owned,safe_time_missing,,other,unknown,FALSE,FALSE,10,10,low,fishery +10
#511:A-5,A-5,fishery,u3o,owned,safe_time_missing,,other,unknown,FALSE,FALSE,10,10,low,fishery +10
#511:B-5,B-5,fishery,K4TR,owned,safe_time_missing,,other,unknown,FALSE,FALSE,10,10,low,fishery +10
#511:D-9,D-9,fishery,WUG,owned,safe_time_missing,,frontline_adjacent,unknown,FALSE,FALSE,10,25,low,fishery +10; frontline_adjacent +15
#511:K-11,K-11,fishery,JL0,owned,safe_time_missing,,other,unknown,FALSE,FALSE,10,10,low,fishery +10
#511:D-7,D-7,fishery,WUG,owned,safe_time_missing,,frontline_adjacent,unknown,FALSE,FALSE,10,25,low,fishery +10; frontline_adjacent +15
#511:C-9,C-9,fishery,2N7,owned,safe_time_missing,,other,ally,FALSE,FALSE,10,10,low,fishery +10
#511:C-7,C-7,fishery,SVh,owned,safe_time_missing,,other,unknown,FALSE,FALSE,10,10,low,fishery +10
#511:B-21,B-21,fishery,nv8,owned,safe_time_missing,,other,unknown,FALSE,FALSE,10,10,low,fishery +10
#511:C-11,C-11,fishery,sbM,owned,safe_time_missing,,other,unknown,FALSE,FALSE,10,10,low,fishery +10
#511:D-3,D-3,fishery,5DU,owned,safe_time_missing,,frontline_adjacent,unknown,FALSE,FALSE,10,25,low,fishery +10; frontline_adjacent +15
#511:C-5,C-5,fishery,SVh,owned,safe_time_missing,,other,unknown,FALSE,FALSE,10,10,low,fishery +10
#511:F-21,F-21,fishery,TRh,owned,safe_time_missing,,other,unknown,FALSE,FALSE,10,10,low,fishery +10
#511:I-5,I-5,fishery,JL2,owned,safe_time_missing,,other,unknown,FALSE,FALSE,10,10,low,fishery +10
#511:I-3,I-3,fishery,NBNH,owned,safe_time_missing,,other,unknown,FALSE,FALSE,10,10,low,fishery +10
#511:I-1,I-1,fishery,ALj,owned,safe_time_missing,,other,unknown,FALSE,FALSE,10,10,low,fishery +10
#511:C-3,C-3,fishery,K4TR,owned,safe_time_missing,,other,unknown,FALSE,FALSE,10,10,low,fishery +10
#511:F-3,F-3,fishery,EDFS,owned,safe_time_missing,,other,unknown,FALSE,FALSE,10,10,low,fishery +10
#511:C-13,C-13,fishery,2N7,owned,safe_time_missing,,other,ally,FALSE,FALSE,10,10,low,fishery +10
#511:h-16,h-16,city,SVa,owned,safe_time_missing,,other,ally,FALSE,FALSE,30,30,mid,city +30
#511:e-16,e-16,city,sbM,owned,safe_time_missing,,frontline_adjacent,unknown,FALSE,FALSE,30,45,mid,city +30; frontline_adjacent +15
#511:c-10,c-10,city,2N7,owned,safe_time_missing,,frontline_core,ally,FALSE,FALSE,30,60,high,city +30; frontline_core +30
#511:D-5,D-5,fishery,2N7,owned,safe_time_missing,,frontline_adjacent,ally,FALSE,FALSE,10,25,low,fishery +10; frontline_adjacent +15
#511:E-5,E-5,fishery,2N7,owned,safe_time_missing,,frontline_adjacent,ally,FALSE,FALSE,10,25,low,fishery +10; frontline_adjacent +15
#511:E-15,E-15,fishery,WbW,owned,safe_time_missing,,frontline_adjacent,unknown,FALSE,FALSE,10,25,low,fishery +10; frontline_adjacent +15
#511:F-5,F-5,fishery,JL2,owned,safe_time_missing,,other,unknown,FALSE,FALSE,10,10,low,fishery +10
#511:B-3,B-3,fishery,u3o,owned,safe_time_missing,,other,unknown,FALSE,FALSE,10,10,low,fishery +10
#511:D-13,D-13,fishery,JLO,owned,safe_time_missing,,frontline_core,unknown,FALSE,FALSE,10,40,mid,fishery +10; frontline_core +30
#511:E-7,E-7,fishery,fIrE,owned,safe_time_missing,,frontline_adjacent,unknown,FALSE,FALSE,10,25,low,fishery +10; frontline_adjacent +15
#511:J-13,J-13,fishery,DaNG,owned,safe_time_missing,,other,ally,FALSE,FALSE,10,10,low,fishery +10
#511:E-1,E-1,fishery,2N7,owned,safe_time_missing,,frontline_adjacent,ally,FALSE,FALSE,10,25,low,fishery +10; frontline_adjacent +15
#511:F-7,F-7,fishery,fIrE,owned,safe_time_missing,,other,unknown,FALSE,FALSE,10,10,low,fishery +10
#511:G-7,G-7,fishery,WUG,owned,safe_time_missing,,other,unknown,FALSE,FALSE,10,10,low,fishery +10
#511:H-11,H-11,fishery,DaNG,owned,safe_time_missing,,other,ally,FALSE,FALSE,10,10,low,fishery +10
#511:H-15,H-15,fishery,SVa,owned,safe_time_missing,,other,ally,FALSE,FALSE,10,10,low,fishery +10
#511:J-11,J-11,fishery,476X,owned,safe_time_missing,,other,enemy,TRUE,FALSE,10,50,mid,fishery +10; enemy_flag +40
#511:J-19,J-19,fishery,CDf8,owned,safe_time_missing,,other,unknown,FALSE,FALSE,10,10,low,fishery +10
#511:K-21,K-21,fishery,SVa,owned,safe_time_missing,,other,ally,FALSE,FALSE,10,10,low,fishery +10
#511:H-17,H-17,fishery,WbW,owned,safe_time_missing,,other,unknown,FALSE,FALSE,10,10,low,fishery +10
#511:H-7,H-7,fishery,JLO,owned,safe_time_missing,,other,unknown,FALSE,FALSE,10,10,low,fishery +10
#511:I-11,I-11,fishery,DaNG,owned,safe_time_missing,,other,ally,FALSE,FALSE,10,10,low,fishery +10
#511:J-9,J-9,fishery,OOEf,owned,safe_time_missing,,other,unknown,FALSE,FALSE,10,10,low,fishery +10
#511:G-17,G-17,fishery,SVa,owned,safe_time_missing,,other,ally,FALSE,FALSE,10,10,low,fishery +10
#511:g-12,g-12,city,DaNG,owned,safe_time_missing,,other,ally,FALSE,FALSE,30,30,mid,city +30
#511:j-8,j-8,city,JL2,owned,safe_time_missing,,other,unknown,FALSE,FALSE,30,30,mid,city +30
#511:f-14,f-14,city,SVa,owned,safe_time_missing,,other,ally,FALSE,FALSE,30,30,mid,city +30
#511:g-14,g-14,city,DaNG,owned,safe_time_missing,,other,ally,FALSE,FALSE,30,30,mid,city +30
#511:c-12,c-12,city,JL0,owned,safe_time_missing,,other,unknown,FALSE,FALSE,30,30,mid,city +30
#511:d-8,d-8,city,2N7,owned,safe_time_missing,,frontline_adjacent,ally,FALSE,FALSE,30,45,mid,city +30; frontline_adjacent +15
#511:f-8,f-8,city,JL0,owned,safe_time_missing,,other,unknown,FALSE,FALSE,30,30,mid,city +30
#511:G-5,G-5,fishery,JL2,owned,safe_time_missing,,other,unknown,FALSE,FALSE,10,10,low,fishery +10
#511:h-2,h-2,trade,476B,owned,safe_time_missing,,other,enemy,TRUE,FALSE,20,60,high,trade +20; enemy_flag +40
#511:f-2,f-2,trade,BgNa,owned,safe_time_missing,,other,enemy,TRUE,FALSE,20,60,high,trade +20; enemy_flag +40
#511:a-2,a-2,trade,476X,owned,safe_time_missing,,other,enemy,TRUE,FALSE,20,60,high,trade +20; enemy_flag +40
#511:b-2,b-2,trade,476d,owned,safe_time_missing,,other,enemy,TRUE,FALSE,20,60,high,trade +20; enemy_flag +40
#511:c-2,c-2,trade,fIrE,owned,safe_time_missing,,other,unknown,FALSE,FALSE,20,20,low,trade +20
#511:d-2,d-2,trade,Stj,owned,safe_time_missing,,frontline_adjacent,unknown,FALSE,FALSE,20,35,mid,trade +20; frontline_adjacent +15
#511:e-2,e-2,trade,AAOA,owned,safe_time_missing,,frontline_adjacent,enemy,TRUE,FALSE,20,75,high,trade +20; enemy_flag +40; frontline_adjacent +15
#511:g-2,g-2,trade,one,owned,safe_time_missing,,other,unknown,FALSE,FALSE,20,20,low,trade +20
#511:i-2,i-2,trade,476Z,owned,safe_time_missing,,other,enemy,TRUE,FALSE,20,60,high,trade +20; enemy_flag +40
#511:j-2,j-2,trade,BgNa,owned,safe_time_missing,,other,enemy,TRUE,FALSE,20,60,high,trade +20; enemy_flag +40
#511:G-15,G-15,fishery,sbM,owned,safe_time_missing,,other,unknown,FALSE,FALSE,10,10,low,fishery +10
#511:F-15,F-15,fishery,sbM,owned,safe_time_missing,,other,unknown,FALSE,FALSE,10,10,low,fishery +10
#511:H-3,H-3,fishery,JL2,owned,safe_time_missing,,other,unknown,FALSE,FALSE,10,10,low,fishery +10
#511:I-15,I-15,fishery,476X,owned,safe_time_missing,,other,enemy,TRUE,FALSE,10,50,mid,fishery +10; enemy_flag +40
#511:J-15,J-15,fishery,CDf8,owned,safe_time_missing,,other,unknown,FALSE,FALSE,10,10,low,fishery +10
#511:K-15,K-15,fishery,WbW,owned,safe_time_missing,,other,unknown,FALSE,FALSE,10,10,low,fishery +10
#511:E-17,E-17,fishery,sbM,owned,safe_time_missing,,frontline_adjacent,unknown,FALSE,FALSE,10,25,low,fishery +10; frontline_adjacent +15
#511:H-1,H-1,fishery,ALj,owned,safe_time_missing,,other,unknown,FALSE,FALSE,10,10,low,fishery +10
#511:J-7,J-7,fishery,476M,owned,safe_time_missing,,other,enemy,TRUE,FALSE,10,50,mid,fishery +10; enemy_flag +40
#511:F-17,F-17,fishery,sbM,owned,safe_time_missing,,other,unknown,FALSE,FALSE,10,10,low,fishery +10
#511:J-3,J-3,fishery,476B,owned,safe_time_missing,,other,enemy,TRUE,FALSE,10,50,mid,fishery +10; enemy_flag +40
#511:J-1,J-1,fishery,476Z,owned,safe_time_missing,,other,enemy,TRUE,FALSE,10,50,mid,fishery +10; enemy_flag +40
#511:G-19,G-19,fishery,sbM,owned,safe_time_missing,,other,unknown,FALSE,FALSE,10,10,low,fishery +10
#511:F-19,F-19,fishery,SVa,owned,safe_time_missing,,other,ally,FALSE,FALSE,10,10,low,fishery +10
#511:d-16,d-16,city,sbM,owned,safe_time_missing,,frontline_adjacent,unknown,FALSE,FALSE,30,45,mid,city +30; frontline_adjacent +15
#511:e-14,e-14,city,,destroyed,destroyed,,frontline_adjacent,destroyed,FALSE,TRUE,30,145,critical,city +30; destroyed_flag +100; frontline_adjacent +15
#511:d-14,d-14,city,,destroyed,destroyed,,frontline_core,destroyed,FALSE,TRUE,30,160,critical,city +30; destroyed_flag +100; frontline_core +30
#511:H-9,H-9,fishery,JLO,owned,safe_time_missing,,other,unknown,FALSE,FALSE,10,10,low,fishery +10
#511:I-9,I-9,fishery,NBNH,owned,safe_time_missing,,other,unknown,FALSE,FALSE,10,10,low,fishery +10
#511:g-10,g-10,city,,destroyed,destroyed,,other,destroyed,FALSE,TRUE,30,130,critical,city +30; destroyed_flag +100
#511:j-20,j-20,city,,destroyed,destroyed,,other,destroyed,FALSE,TRUE,30,130,critical,city +30; destroyed_flag +100
#511:h-14,h-14,city,,destroyed,destroyed,,other,destroyed,FALSE,TRUE,30,130,critical,city +30; destroyed_flag +100
#511:j-6,j-6,city,JL2,owned,safe_time_missing,,other,unknown,FALSE,FALSE,30,30,mid,city +30
#511:h-4,h-4,city,JL2,owned,safe_time_missing,,other,unknown,FALSE,FALSE,30,30,mid,city +30
#511:E-19,E-19,fishery,DaNG,owned,safe_time_missing,,frontline_adjacent,ally,FALSE,FALSE,10,25,low,fishery +10; frontline_adjacent +15
#511:D-19,D-19,fishery,sbM,owned,safe_time_missing,,frontline_adjacent,unknown,FALSE,FALSE,10,25,low,fishery +10; frontline_adjacent +15
#511:E-3,E-3,fishery,2N7,owned,safe_time_missing,,frontline_adjacent,ally,FALSE,FALSE,10,25,low,fishery +10; frontline_adjacent +15
#511:e-8,e-8,city,,destroyed,destroyed,,frontline_adjacent,destroyed,FALSE,TRUE,30,145,critical,city +30; destroyed_flag +100; frontline_adjacent +15
#511:g-8,g-8,city,JLO,owned,safe_time_missing,,other,unknown,FALSE,FALSE,30,30,mid,city +30
#511:H-19,H-19,fishery,BgNa,owned,safe_time_missing,,other,enemy,TRUE,FALSE,10,50,mid,fishery +10; enemy_flag +40
#511:G-3,G-3,fishery,EDFS,owned,safe_time_missing,,other,unknown,FALSE,FALSE,10,10,low,fishery +10
#511:K-9,K-9,fishery,OOEf,owned,safe_time_missing,,other,unknown,FALSE,FALSE,10,10,low,fishery +10
#511:K-13,K-13,fishery,DaNG,owned,safe_time_missing,,other,ally,FALSE,FALSE,10,10,low,fishery +10
#511:I-17,I-17,fishery,476M,owned,safe_time_missing,,other,enemy,TRUE,FALSE,10,50,mid,fishery +10; enemy_flag +40
#511:I-19,I-19,fishery,476X,owned,safe_time_missing,,other,enemy,TRUE,FALSE,10,50,mid,fishery +10; enemy_flag +40
#511:K-17,K-17,fishery,SVo,owned,safe_time_missing,,other,unknown,FALSE,FALSE,10,10,low,fishery +10
#511:J-17,J-17,fishery,AAOA,owned,safe_time_missing,,other,enemy,TRUE,FALSE,10,50,mid,fishery +10; enemy_flag +40
#511:A-1,A-1,fishery,,neutral_or_unknown,neutral_or_unknown,,other,unknown,FALSE,FALSE,10,10,low,fishery +10
#511:a-10,a-10,city,2N7,owned,safe_time_missing,,other,ally,FALSE,FALSE,30,30,mid,city +30
#511:A-11,A-11,fishery,K4TR,owned,safe_time_missing,,other,unknown,FALSE,FALSE,10,10,low,fishery +10
#511:a-12,a-12,city,,neutral_or_unknown,neutral_or_unknown,,other,unknown,FALSE,FALSE,30,30,mid,city +30
#511:A-13,A-13,fishery,,neutral_or_unknown,neutral_or_unknown,,other,unknown,FALSE,FALSE,10,10,low,fishery +10
#511:a-14,a-14,city,,neutral_or_unknown,neutral_or_unknown,,other,unknown,FALSE,FALSE,30,30,mid,city +30
#511:A-15,A-15,fishery,,neutral_or_unknown,neutral_or_unknown,,other,unknown,FALSE,FALSE,10,10,low,fishery +10
#511:a-16,a-16,city,,neutral_or_unknown,neutral_or_unknown,,other,unknown,FALSE,FALSE,30,30,mid,city +30
#511:A-17,A-17,fishery,,neutral_or_unknown,neutral_or_unknown,,other,unknown,FALSE,FALSE,10,10,low,fishery +10
#511:a-18,a-18,city,,neutral_or_unknown,neutral_or_unknown,,other,unknown,FALSE,FALSE,30,30,mid,city +30
#511:A-19,A-19,fishery,,neutral_or_unknown,neutral_or_unknown,,other,unknown,FALSE,FALSE,10,10,low,fishery +10
#511:a-20,a-20,city,,neutral_or_unknown,neutral_or_unknown,,other,unknown,FALSE,FALSE,30,30,mid,city +30
#511:A-21,A-21,fishery,,neutral_or_unknown,neutral_or_unknown,,other,unknown,FALSE,FALSE,10,10,low,fishery +10
#511:A-3,A-3,fishery,u3o,owned,safe_time_missing,,other,unknown,FALSE,FALSE,10,10,low,fishery +10
#511:a-4,a-4,city,,neutral_or_unknown,neutral_or_unknown,,other,unknown,FALSE,FALSE,30,30,mid,city +30
#511:a-6,a-6,city,,neutral_or_unknown,neutral_or_unknown,,other,unknown,FALSE,FALSE,30,30,mid,city +30
#511:a-8,a-8,city,2N7,owned,safe_time_missing,,other,ally,FALSE,FALSE,30,30,mid,city +30
#511:A-9,A-9,fishery,K4TR,owned,safe_time_missing,,other,unknown,FALSE,FALSE,10,10,low,fishery +10
#511:B-1,B-1,fishery,,neutral_or_unknown,neutral_or_unknown,,other,unknown,FALSE,FALSE,10,10,low,fishery +10
#511:b-10,b-10,city,sbM,owned,safe_time_missing,,other,unknown,FALSE,FALSE,30,30,mid,city +30
#511:B-11,B-11,fishery,sbM,owned,safe_time_missing,,other,unknown,FALSE,FALSE,10,10,low,fishery +10
#511:b-12,b-12,city,sbM,owned,safe_time_missing,,other,unknown,FALSE,FALSE,30,30,mid,city +30
#511:B-13,B-13,fishery,sbM,owned,safe_time_missing,,other,unknown,FALSE,FALSE,10,10,low,fishery +10
#511:b-14,b-14,city,,neutral_or_unknown,neutral_or_unknown,,other,unknown,FALSE,FALSE,30,30,mid,city +30
#511:B-15,B-15,fishery,,neutral_or_unknown,neutral_or_unknown,,other,unknown,FALSE,FALSE,10,10,low,fishery +10
#511:b-16,b-16,city,,neutral_or_unknown,neutral_or_unknown,,other,unknown,FALSE,FALSE,30,30,mid,city +30
#511:B-17,B-17,fishery,,neutral_or_unknown,neutral_or_unknown,,other,unknown,FALSE,FALSE,10,10,low,fishery +10
#511:b-18,b-18,city,,neutral_or_unknown,neutral_or_unknown,,other,unknown,FALSE,FALSE,30,30,mid,city +30
#511:B-19,B-19,fishery,,neutral_or_unknown,neutral_or_unknown,,other,unknown,FALSE,FALSE,10,10,low,fishery +10
#511:b-20,b-20,city,,neutral_or_unknown,neutral_or_unknown,,other,unknown,FALSE,FALSE,30,30,mid,city +30
#511:b-4,b-4,city,,destroyed,destroyed,,other,destroyed,FALSE,TRUE,30,130,critical,city +30; destroyed_flag +100
#511:b-6,b-6,city,,destroyed,destroyed,,other,destroyed,FALSE,TRUE,30,130,critical,city +30; destroyed_flag +100
#511:b-8,b-8,city,,destroyed,destroyed,,other,destroyed,FALSE,TRUE,30,130,critical,city +30; destroyed_flag +100
#511:B-9,B-9,fishery,2N7,owned,safe_time_missing,,other,ally,FALSE,FALSE,10,10,low,fishery +10
#511:C-1,C-1,fishery,,neutral_or_unknown,neutral_or_unknown,,other,unknown,FALSE,FALSE,10,10,low,fishery +10
#511:c-14,c-14,city,,neutral_or_unknown,neutral_or_unknown,,other,unknown,FALSE,FALSE,30,30,mid,city +30
#511:C-15,C-15,fishery,,neutral_or_unknown,neutral_or_unknown,,other,unknown,FALSE,FALSE,10,10,low,fishery +10
#511:c-16,c-16,city,,neutral_or_unknown,neutral_or_unknown,,other,unknown,FALSE,FALSE,30,30,mid,city +30
#511:C-17,C-17,fishery,IMp,owned,safe_time_missing,,other,unknown,FALSE,FALSE,10,10,low,fishery +10
#511:c-18,c-18,city,,neutral_or_unknown,neutral_or_unknown,,other,unknown,FALSE,FALSE,30,30,mid,city +30
#511:C-19,C-19,fishery,TrX,owned,safe_time_missing,,other,unknown,FALSE,FALSE,10,10,low,fishery +10
#511:c-20,c-20,city,,neutral_or_unknown,neutral_or_unknown,,other,unknown,FALSE,FALSE,30,30,mid,city +30
#511:C-21,C-21,fishery,TrX,owned,safe_time_missing,,other,unknown,FALSE,FALSE,10,10,low,fishery +10
#511:c-4,c-4,city,,destroyed,destroyed,,other,destroyed,FALSE,TRUE,30,130,critical,city +30; destroyed_flag +100
#511:c-6,c-6,city,,neutral_or_unknown,neutral_or_unknown,,other,unknown,FALSE,FALSE,30,30,mid,city +30
#511:c-8,c-8,city,JLO,owned,safe_time_missing,,frontline_core,unknown,FALSE,FALSE,30,60,high,city +30; frontline_core +30
#511:D-1,D-1,fishery,,neutral_or_unknown,neutral_or_unknown,,frontline_adjacent,unknown,FALSE,FALSE,10,25,low,fishery +10; frontline_adjacent +15
#511:d-10,d-10,city,,neutral_or_unknown,neutral_or_unknown,,frontline_adjacent,unknown,FALSE,FALSE,30,45,mid,city +30; frontline_adjacent +15
#511:D-11,D-11,fishery,,neutral_or_unknown,neutral_or_unknown,,frontline_core,unknown,FALSE,FALSE,10,40,mid,fishery +10; frontline_core +30
#511:d-12,d-12,city,,neutral_or_unknown,neutral_or_unknown,,frontline_core,unknown,FALSE,FALSE,30,60,high,city +30; frontline_core +30
#511:D-15,D-15,fishery,,neutral_or_unknown,neutral_or_unknown,,frontline_adjacent,unknown,FALSE,FALSE,10,25,low,fishery +10; frontline_adjacent +15
#511:D-17,D-17,fishery,,neutral_or_unknown,neutral_or_unknown,,frontline_adjacent,unknown,FALSE,FALSE,10,25,low,fishery +10; frontline_adjacent +15
#511:d-18,d-18,city,,neutral_or_unknown,neutral_or_unknown,,frontline_adjacent,unknown,FALSE,FALSE,30,45,mid,city +30; frontline_adjacent +15
#511:d-20,d-20,city,DaNG,owned,safe_time_missing,,frontline_adjacent,ally,FALSE,FALSE,30,45,mid,city +30; frontline_adjacent +15
#511:D-21,D-21,fishery,,neutral_or_unknown,neutral_or_unknown,,frontline_adjacent,unknown,FALSE,FALSE,10,25,low,fishery +10; frontline_adjacent +15
#511:d-4,d-4,city,,neutral_or_unknown,neutral_or_unknown,,frontline_adjacent,unknown,FALSE,FALSE,30,45,mid,city +30; frontline_adjacent +15
#511:d-6,d-6,city,2N7,owned,safe_time_missing,,frontline_adjacent,ally,FALSE,FALSE,30,45,mid,city +30; frontline_adjacent +15
#511:e-10,e-10,city,,neutral_or_unknown,neutral_or_unknown,,frontline_adjacent,unknown,FALSE,FALSE,30,45,mid,city +30; frontline_adjacent +15
#511:E-11,E-11,fishery,,neutral_or_unknown,neutral_or_unknown,,frontline_core,unknown,FALSE,FALSE,10,40,mid,fishery +10; frontline_core +30
#511:e-12,e-12,city,,neutral_or_unknown,neutral_or_unknown,,frontline_adjacent,unknown,FALSE,FALSE,30,45,mid,city +30; frontline_adjacent +15
#511:E-13,E-13,fishery,WbW,owned,safe_time_missing,,frontline_core,unknown,FALSE,FALSE,10,40,mid,fishery +10; frontline_core +30
#511:e-18,e-18,city,SVa,owned,safe_time_missing,,frontline_adjacent,ally,FALSE,FALSE,30,45,mid,city +30; frontline_adjacent +15
#511:e-20,e-20,city,DaNG,owned,safe_time_missing,,frontline_adjacent,ally,FALSE,FALSE,30,45,mid,city +30; frontline_adjacent +15
#511:E-21,E-21,fishery,TRh,owned,safe_time_missing,,frontline_adjacent,unknown,FALSE,FALSE,10,25,low,fishery +10; frontline_adjacent +15
#511:e-4,e-4,city,,destroyed,destroyed,,frontline_adjacent,destroyed,FALSE,TRUE,30,145,critical,city +30; destroyed_flag +100; frontline_adjacent +15
#511:e-6,e-6,city,,neutral_or_unknown,neutral_or_unknown,,frontline_adjacent,unknown,FALSE,FALSE,30,45,mid,city +30; frontline_adjacent +15
#511:E-9,E-9,fishery,,neutral_or_unknown,neutral_or_unknown,,frontline_adjacent,unknown,FALSE,FALSE,10,25,low,fishery +10; frontline_adjacent +15
#511:F-1,F-1,fishery,,neutral_or_unknown,neutral_or_unknown,,other,unknown,FALSE,FALSE,10,10,low,fishery +10
#511:f-10,f-10,city,,neutral_or_unknown,neutral_or_unknown,,other,unknown,FALSE,FALSE,30,30,mid,city +30
#511:F-11,F-11,fishery,,neutral_or_unknown,neutral_or_unknown,,other,unknown,FALSE,FALSE,10,10,low,fishery +10
#511:f-12,f-12,city,,neutral_or_unknown,neutral_or_unknown,,other,unknown,FALSE,FALSE,30,30,mid,city +30
#511:F-13,F-13,fishery,WbW,owned,safe_time_missing,,other,unknown,FALSE,FALSE,10,10,low,fishery +10
#511:f-16,f-16,city,,neutral_or_unknown,neutral_or_unknown,,other,unknown,FALSE,FALSE,30,30,mid,city +30
#511:f-18,f-18,city,SVa,owned,safe_time_missing,,other,ally,FALSE,FALSE,30,30,mid,city +30
#511:f-20,f-20,city,,neutral_or_unknown,neutral_or_unknown,,other,unknown,FALSE,FALSE,30,30,mid,city +30
#511:f-4,f-4,city,,neutral_or_unknown,neutral_or_unknown,,other,unknown,FALSE,FALSE,30,30,mid,city +30
