x,y,video_mentions,evidence_frame,event_time_raw,source_text
549,549,4,frame_0206,2026-6-6 20:02:53,"#476[476]が#534[89M]領有中のLV.3都市 #534(549,549)を攻撃し、陣営のために破壊宝箱x10を 勝ち取りました 2026-6-6 20:02:53 #503[299]が#440[TrX]領有中のLV.1都市#440(949,649)を"
