issue,key,management_row,type,owner,expected,full_map,map_row,map_column,memo
owned_key_not_in_template,中央:中央-8-17,1791,祭壇,299,299,,,,RAW_OCR_LOG row57 / #8061 X:824 Y:624 Lv.1 どくろの祭壇 / 中立/未登録 -> 299 / 画像:D1EB3C7D / Dropbox画像で299視認
owned_key_not_in_template,中央:中央-8-18,2038,漁場,RCON,RCON,,,,OCR IMG_0483.PNG / #8061 X:874 Y:624 Lv.7 / 中立/未登録→RCON
owned_key_not_in_template,中央:中央-8-19,1960,漁場,MtG,MtG,,,,赤字OCR IMG_0747.PNG / #8061 X:924 Y:624 Lv.6 / MtG -> MtG / 時刻は前後スクショから推定
owned_key_not_in_template,中央:中央-8-2,1973,漁場,ALj,ALj,,,,赤字OCR IMG_0635.PNG / #8061 X:74 Y:624 Lv.6 / 中立/未登録 -> ALj
owned_key_not_in_template,中央:中央-8-20,1959,漁場,MtG,MtG,,,,赤字OCR IMG_0749.PNG / #8061 X:974 Y:624 Lv.5 / MtG -> MtG / 時刻は前後スクショから推定
owned_key_not_in_template,中央:中央-8-3,1972,漁場,ALj,ALj,,,,赤字OCR IMG_0635.PNG / #8061 X:124 Y:624 Lv.7 / 中立/未登録 -> ALj
owned_key_not_in_template,中央:中央-8-4,1819,祭壇,ALj,ALj,,,,グレー吹き出しOCR IMG_1142.PNG / #8061 X:174 Y:624 Lv.1 祭壇 / 時刻は前後スクショから推定 / OCR補正:ALiji->ALj
owned_key_not_in_template,中央:中央-8-5,1802,祭壇,ALj,ALj,,,,グレー吹き出しOCR IMG_1144.PNG / #8061 X:224 Y:624 Lv.1 祭壇 / 画像内表示 / OCR補正:ALji->ALj
owned_key_not_in_template,中央:中央-8-6,1803,祭壇,GcC,GcC,,,,グレー吹き出しOCR IMG_1146.PNG / #8061 X:274 Y:624 Lv.2 祭壇 / 時刻は前後スクショから推定
owned_key_not_in_template,中央:中央-9-1,2006,漁場,ALj,ALj,,,,OCR IMG_0552.PNG / #8061 X:24 Y:574 Lv.5 / 中立/未登録 -> ALj
owned_key_not_in_template,中央:中央-9-15,1903,祭壇,xjR,xjR,,,,RAW_OCR_LOG row51 / #8061 X:724 Y:574 Lv.2 こだまの祭壇 / 中立/未登録 -> xjR / 画像:BBE70268
owned_key_not_in_template,中央:中央-9-16,1904,祭壇,xjR,xjR,,,,グレー吹き出しOCR IMG_1125.PNG / #8061 X:774 Y:574 Lv.1 祭壇 / 時刻は前後スクショから推定 / OCR補正:xiR->xjR
owned_key_not_in_template,中央:中央-9-17,1807,祭壇,TIKW,TIKW,,,,グレー吹き出しOCR IMG_1143.PNG / #8061 X:824 Y:574 Lv.1 祭壇 / 画像内表示
owned_key_not_in_template,中央:中央-9-18,2018,漁場,RCON,RCON,,,,OCR IMG_0535.PNG / #8061 X:874 Y:574 Lv.7 / 中立/未登録 -> RCON
owned_key_not_in_template,中央:中央-9-19,2015,漁場,TaW,TaW,,,,OCR IMG_0537.PNG / #8061 X:924 Y:574 Lv.6 / 中立/未登録 -> TaW
owned_key_not_in_template,中央:中央-9-2,2167,漁場,ALj,ALj,,,,Dropbox赤字OCR IMG_1591.PNG / #8061 X:74 Y:574 Lv.6 漁場 / 中立/未登録 -> ALj
owned_key_not_in_template,中央:中央-9-20,2013,漁場,GoDs,GoDs,,,,OCR IMG_0539.PNG / #8061 X:974 Y:574 Lv.5 / 中立/未登録 -> GoDs / 時刻視認補正
owned_key_not_in_template,中央:中央-9-3,1913,漁場,fIrE,fIrE,,,,RAW_OCR_LOG row20 / #8061 X:124 Y:574 Lv.7 漁場 / 中立/未登録 -> fIrE / 画像:89BF5F89
owned_key_not_in_template,中央:中央-9-4,1905,祭壇,476K,476K,,,,グレー吹き出しOCR IMG_1139.PNG / #8061 X:174 Y:574 Lv.1 祭壇 / 時刻は前後スクショから推定
owned_key_not_in_template,中央:中央-9-5,1906,祭壇,476K,476K,,,,グレー吹き出しOCR IMG_1136.PNG / #8061 X:224 Y:574 Lv.1 祭壇 / 時刻は前後スクショから推定
owned_key_not_in_template,中央:中央-9-6,1907,祭壇,476K,476K,,,,RAW_OCR_LOG row52 / #8061 X:274 Y:574 Lv.2 こだまの祭壇 / 中立/未登録 -> 476K / 画像:BBE70268
