image,screen_type,event_time,actor_server,actor_alliance,opponent_alliance,target_server,x,y,level,terrain,kind_raw,kind_sheet,action,owner_for_sheet,confidence,time_source,source_text
frame_0080.png,history_modal,2026/05/30 12:03:03,#476,476C,4tH,#534,349,349,3,,都市,都市,destroy,破壊,medium,visible_datetime,"#476[476C]が#534[4tH]領有中のLV.3都市 #534(349,349)を攻撃し、陣営のために破壊宝箱x10を 勝ち取りました 2026-5-30 12:03:03"
frame_0081.png,history_modal,2026/05/30 04:48:18,#523,K4TR,,#511,549,49,1,,都市,都市,destroy,破壊,medium,visible_datetime,"#523[K4TR]が#511領有中のLV.1都市#511(549,49)を 攻撃し、陣営のために破壊宝箱x2を勝ち取りました 2026-5-30 04:48:18"
frame_0081.png,history_modal,2026/05/30 12:01:48,#476,476d,VEX,#509,549,249,2,,都市,都市,destroy,破壊,medium,visible_datetime,"#476[476d]が#509[VEX]領有中のLV.2都市 #509(549,249)を攻撃し、陣営のために破壊宝箱x5を勝 ち取りました 2026-5-30 12:01:48"
frame_0081.png,history_modal,2026/05/30 12:02:19,#509,5sq,cDf8,#480,649,449,3,,都市,都市,destroy,破壊,medium,visible_datetime,"#509[5sq]が#480[cDf8]領有中のLV.3都市 #480(649,449)を攻撃し、陣営のために破壊宝箱x10を 勝ち取りました 2026-5-30 12:02:19"
frame_0081.png,history_modal,2026/05/30 12:03:03,#476,476C,4tH,#534,349,349,3,,都市,都市,destroy,破壊,medium,visible_datetime,"#476[476c]が#534[4tH]領有中のLV.3都市 #534(349,349)を攻撃し、陣営のために破壊宝箱x10を 勝ち取りました 2026-5-30 12:03:03"
frame_0082.png,history_modal,2026/05/30 12:02:19,#509,SsQ,cDf8,#480,649,449,3,,都市,都市,destroy,破壊,medium,visible_datetime,"#509[5s0]が#480[cDf8]領有中のLV.3都市 #480(649,449)を攻撃し、陣営のために破壊宝箱x10を 勝ち取りました 2026-5-30 12:02:19"
frame_0082.png,history_modal,2026/05/30 12:03:03,#476,476C,4tH,#534,349,349,3,,都市,都市,destroy,破壊,medium,visible_datetime,"#476[476c]が#534[4tH]領有中のLV.3都市 #534(349,349)を攻撃し、陣営のために破壊宝箱x10を 勝ち取りました 2026-5-30 12:03:03"
frame_0082.png,history_modal,2026/05/30 12:03:15,#476,476B,SHA,#534,649,449,3,,都市,都市,destroy,破壊,medium,visible_datetime,"#476[476B]が#534[SHA]領有中のLV.3都市 #534(649,449)を攻撃し、陣営のために破壊宝箱x10を 勝ち取りました 2026-5-30 12:03:15"
frame_0082.png,history_modal,2026/05/30 12:03:46,#440,GoDs,WbW,#480,249,349,2,,都市,都市,destroy,破壊,medium,visible_datetime,"#440[GoDs]が#480[WbW]領有中のLV.2都市 #480(249,349)を攻撃し、陣営のために破壊宝箱x5を勝 ち取りました 2026-5-30 12:03:46"
frame_0083.png,history_modal,2026/05/30 12:03:03,#476,476C,4tH,#534,349,349,3,,都市,都市,destroy,破壊,medium,visible_datetime,"#476[476c]が#534[4tH]領有中のLV.3都市 #534(349,349)を攻撃し、陣営のために破壊宝箱＊10を 勝ち取りました 2026-5-30 12:03:03"
frame_0083.png,history_modal,2026/05/30 12:03:15,#476,4768,SHA,#534,649,449,3,,都市,都市,destroy,破壊,medium,visible_datetime,"#476[4768が#534[SHA]領有中のLV.3都市 #534(649,449)を攻撃し、陣営のために破壊宝箱x10を 勝ち取りました 2026-5-30 12:03:15"
frame_0083.png,history_modal,2026/05/30 12:03:55,#476,476X,5Va,#511,749,749,2,,都市,都市,destroy,破壊,medium,visible_datetime,"#476[476X]が#511[5Va]領有中のLV.2都市#511(749,749)を 攻撃し、陣営のために破壊宝箱x5を勝ち取りました 2026-5-30 12:03:55"
frame_0084.png,history_modal,2026/05/30 12:03:15,#476,476,SHA,#534,649,449,3,,都市,都市,destroy,破壊,medium,visible_datetime,"#476[476]が#534[SHA]領有中のLV.3都市 #534(649,449)を攻撃し、陣営のために破壊宝箱*10を 勝ち取りました 2026-5-30 12:03:15"
frame_0084.png,history_modal,2026/05/30 12:03:55,#476,476X,5Va,#511,749,749,2,,都市,都市,destroy,破壊,medium,visible_datetime,"#476[476X]が#511[5Va]領有中のLV.2都市#511(749,749)を 攻撃し、陣営のために破壊宝箱x5を勝ち取りました 2026-5-30 12:03:55"
frame_0085.png,history_modal,2026/05/30 12:03:15,#476,476B,SHA,#534,649,449,3,,都市,都市,destroy,破壊,medium,visible_datetime,"#476[476B]が#534[SHA]領有中のLV.3都市 #534(649,449)を攻撃し、陣宮のために破壊宝額★10を 勝ち取りました 2026-5-30 12:03:15"
frame_0085.png,history_modal,2026/05/30 12:03:55,#476,476X,5Va,#511,749,749,2,,都市,都市,destroy,破壊,medium,visible_datetime,"#476[476X]が#511[5Va]領有中のLv.2都市#511(749,749)を 攻撃し、陣営のために破壊宝箱x5を勝ち取りました 2026-5-30 12:03:55"
frame_0086.png,history_modal,2026/05/30 12:04:51,#509,SsQ,BgNa,#480,649,349,3,,都市,都市,destroy,破壊,medium,visible_datetime,"#509[5s0]が#480[BgNa]領有中のLV.3都市 #480(649,349)を攻撃し、陣営のために破壊宝箱x10を 勝ち取りました 2026-5-30 12:04:51"
frame_0087.png,history_modal,2026/05/30 12:04:15,#503,GX99,SsQ,#509,649,249,2,,都市,都市,destroy,破壊,medium,visible_datetime,"#503[GX99が#509[5s0]領有中のLV.2都市 #509(649,249)を攻撃し、陣営のために破壊宝箱x5を勝 ち取りました 2026-5-30 12:04:15"
frame_0087.png,history_modal,2026/05/30 12:04:51,#509,SsQ,BgNa,#480,649,349,3,,都市,都市,destroy,破壊,medium,visible_datetime,"#509[5s0]が#480[BgNa]領有中のLV.3都市 #480(649,349)を攻撃し、陣営のために破壊宝額x10を 勝ち取りました 2026-5-30 12:04:51"
frame_0087.png,history_modal,2026/05/30 12:04:53,#476,476C,JDX,#534,549,249,2,,都市,都市,destroy,破壊,medium,visible_datetime,"#476[476c]が#534[JDX]領有中のLv.2都市 #534(549,249)を攻撃し、陣営のために破壊宝額★5を勝 ち取りました 2026-5-30 12:04:53"
frame_0088.png,history_modal,2026/05/30 12:04:15,#503,GX99,550,#509,649,249,2,,都市,都市,destroy,破壊,medium,visible_datetime,"#503[GX99が#509[550]領有中のLV.2都市 #509(649,249)を攻撃し、陣営のために破壊宝箱x5を勝 ち取りました 2026-5-30 12:04:15"
frame_0088.png,history_modal,2026/05/30 12:04:51,#509,SsQ,BgNa,#480,649,349,3,,都市,都市,destroy,破壊,medium,visible_datetime,"#509[5s0]が#480[BgNa]領有中のLV.3都市 #480(649,349)を攻撃し、陣営のために破壊宝箱x10を 勝ち取りました 2026-5-30 12:04:51"
frame_0088.png,history_modal,2026/05/30 12:04:53,#476,476C,JDX,#534,549,249,2,,都市,都市,destroy,破壊,medium,visible_datetime,"#476[476c]が#534[JDX]領有中のLV.2都市 #534(549,249)を攻撃し、陣営のために破壊宝箱x5を勝 ち取りました 2026-5-30 12:04:53"
frame_0088.png,history_modal,2026/05/30 12:05:50,#503,fzn,OUM,#509,349,849,1,,都市,都市,destroy,破壊,medium,visible_datetime,"#503[fznが#509[OUM]領有中のLV.1都市 #509(349,849)を攻撃し、陣営のために破壊宝箱xを勝 ち取りました 2026-5-30 12:05:50"
frame_0089.png,history_modal,2026/05/30 12:04:51,#509,SsQ,BgNa,#480,649,349,3,,都市,都市,destroy,破壊,medium,visible_datetime,"#509[5s0]が#480[BgNa]領有中のLV.3都市 #480(649,349)を攻撃し、陣営のために破壊宝箱★10を 勝ち取りました 2026-5-30 12:04:51"
frame_0089.png,history_modal,2026/05/30 12:04:53,#476,476C,JDX,#534,549,249,2,,都市,都市,destroy,破壊,medium,visible_datetime,"#476[476c]が#534[JDX]領有中のLv.2都市 #534(549,249)を攻撃し、陣営のために破壊宝箱x5を勝 ち取りました 2026-5-30 12:04:53"
frame_0089.png,history_modal,2026/05/30 12:04:58,#503,Lghs,FHX,#509,649,449,3,,都市,都市,destroy,破壊,medium,visible_datetime,"#503[Lghsが#509[FHX]領有中のLv.3都市 #509(649,449)を攻撃し、陣営のために破壊宝箱x10を 勝ち取りました 2026-5-30 12:04:58"
frame_0089.png,history_modal,2026/05/30 12:05:50,#503,fzn,OWM,#509,349,849,1,,都市,都市,destroy,破壊,medium,visible_datetime,"#503[fzn]が#509[OWM]領有中のLV.1都市 #509(349,849)を攻撃し、陣営のために破壊宝箱x2を勝 ち取りました 2026-5-30 12:05:50"
frame_0090.png,history_modal,2026/05/30 12:04:58,#503,Lghs,FHX,#509,649,449,3,,都市,都市,destroy,破壊,medium,visible_datetime,"#503[Lghsが#509[FHX]領有中のLv.3都市 #509(649,449)を攻撃し、陣営のために破壊宝箱x10を 勝ち取りました 2026-5-30 12:04:58"
frame_0090.png,history_modal,2026/05/30 12:05:50,#503,fzn,OWM,#509,349,849,1,,都市,都市,destroy,破壊,medium,visible_datetime,"#503[fzn]が#509[OWM]領有中のLV.1都市 #509(349,849)を攻撃し、陣営のために破壊宝箱xを勝 ち取りました 2026-5-30 12:05:50"
frame_0090.png,history_modal,2026/05/30 12:07:03,#476,476,SHA,#534,449,349,3,,都市,都市,destroy,破壊,medium,visible_datetime,"#476[476]が#534[SHA]領有中のLV.3都市 #534(449,349)を攻撃し、陣営のために破壊宝箱x10を 勝ち取りました 2026-5-30 12:07:03"
frame_0091.png,history_modal,2026/05/30 12:04:58,#503,Lghs,FHX,#509,649,449,3,,都市,都市,destroy,破壊,medium,visible_datetime,"#503[Lghsが#509[FHX]領有中のLV.3都市 #509(649,449)を攻撃し、陣営のために破壊宝箱x10を 勝ち取りました 2026-5-30 12:04:58"
frame_0091.png,history_modal,2026/05/30 12:05:50,#503,fzn,OUM,#509,349,849,1,,都市,都市,destroy,破壊,medium,visible_datetime,"#503[fzn]が#509[OUM]領有中のLV.1都市 #509(349,849)を攻撃し、陣営のために破壊宝箱xを勝 ち取りました 2026-5-30 12:05:50"
frame_0091.png,history_modal,2026/05/30 12:07:03,#476,476B,SHA,#534,449,349,3,,都市,都市,destroy,破壊,medium,visible_datetime,"#476[476B]が#534[SHA]領有中のLV.3都市 #534(449,349)を攻撃し、陣営のために破壊宝箱*10を 勝ち取りました 2026-5-30 12:07:03"
frame_0091.png,history_modal,2026/05/30 12:07:08,#503,xjR,BHE,#509,149,749,1,,都市,都市,destroy,破壊,medium,visible_datetime,"#503[xjRが#509[BHE]領有中のLV.1都市#509(149,749)を 攻撃し、陣営のために破壊宝箱x2を勝ち取りました 2026-5-30 12:07:08"
frame_0092.png,history_modal,2026/05/30 12:07:03,#476,476B,SHA,#534,449,349,3,,都市,都市,destroy,破壊,medium,visible_datetime,"#476[476B]が#534[SHA]領有中のLV.3都市 #534(449,349)を攻撃し、陣営のために破壊宝箱x10を 勝ち取りました 2026-5-30 12:07:03"
frame_0092.png,history_modal,2026/05/30 12:07:08,#503,xjR,BHE,#509,149,749,1,,都市,都市,destroy,破壊,medium,visible_datetime,"#503[xjR]が#509[BHE]領有中のLV.1都市#509(149,749)を 攻撃し、陣営のために破壊宝箱xを勝ち取りました 2026-5-30 12:07:08"
frame_0092.png,history_modal,2026/05/30 12:08:03,#523,fIrE,2N7,#511,349,349,3,,都市,都市,destroy,破壊,medium,visible_datetime,"#523[fIrE]が#511[2N7]領有中のLV.3都市#511(349,349)を 攻撃し、陣営のために破壊宝箱x10をち取りました 2026-5-30 12:08:03"
frame_0093.png,history_modal,2026/05/30 12:05:50,#503,fzn,OUM,#509,349,849,1,,都市,都市,destroy,破壊,medium,visible_datetime,"#503[fzn]が#509[OUM]領有中のLV.1都市 #509(349,849)を攻撃し、陣営のために破壊宝箱xを勝 ち取りました 2026-5-30 12:05:50"
frame_0093.png,history_modal,2026/05/30 12:07:03,#476,476B,SHA,#534,449,349,3,,都市,都市,destroy,破壊,medium,visible_datetime,"#476[476B]が#534[SHA]領有中のLV.3都市 #534(449,349)を攻撃し、陣営のために破壊宝箱*10を 勝ち取りました 2026-5-30 12:07:03"
frame_0093.png,history_modal,2026/05/30 12:07:08,#503,xjR,BHE,#509,149,749,1,,都市,都市,destroy,破壊,medium,visible_datetime,"#503[xjR]が#509[BHE]領有中のLV.1都市#509(149,749)を 攻撃し、陣営のために破壊宝額xを勝ち取りました 2026-5-30 12:07:08"
frame_0093.png,history_modal,2026/05/30 12:08:03,#523,fIrE,2N7,#511,349,349,3,,都市,都市,destroy,破壊,medium,visible_datetime,"#523[fIrE]が#511[2N7]領有中のLV.3都市#511(349,349)を 攻撃し、陣営のために破壊宝箱x10をち取りました 2026-5-30 12:08:03"
frame_0093.png,history_modal,2026/05/30 12:14:27,#440,GcC,BgNa,#480,449,249,2,,都市,都市,destroy,破壊,medium,visible_datetime,"#440[Gcc]が#480[BgNa]領有中のLV.2都市 #480(449,249)を攻撃し、陣営のために破壊宝箱x5を勝 ち取りました 2026-5-30 12:14:27"
frame_0094.png,history_modal,2026/05/30 12:05:50,#503,fzn,OWM,#509,349,849,1,,都市,都市,destroy,破壊,medium,visible_datetime,"#503[fzn]が#509[OWM]領有中のLV.1都市 #509(349,849)を攻撃し、陣営のために破壊宝箱xを勝 ち取りました 2026-5-30 12:05:50"
frame_0094.png,history_modal,2026/05/30 12:07:03,#476,476,SHA,#534,449,349,3,,都市,都市,destroy,破壊,medium,visible_datetime,"#476[476]が#534[SHA]領有中のLV.3都市 #534(449,349)を攻撃し、陣営のために破壊宝箱x10を 勝ち取りました 2026-5-30 12:07:03"
frame_0094.png,history_modal,2026/05/30 12:07:08,#503,xjR,BHE,#509,149,749,1,,都市,都市,destroy,破壊,medium,visible_datetime,"#503[xjR]が#509[BHE]領有中のLV.1都市#509(149,749)を 攻撃し、陣営のために破壊宝箱＊を勝ち取りました 2026-5-30 12:07:08"
frame_0094.png,history_modal,2026/05/30 12:08:03,#523,fIrE,2N7,#511,349,349,3,,都市,都市,destroy,破壊,medium,visible_datetime,"#523[fIrE]が#511[2N7]領有中のLV.3都市#511(349,349)を 攻撃し、陣営のために破壊宝箱x10を勝ち取りました 2026-5-30 12:08:03"
frame_0095.png,history_modal,2026/05/30 12:07:08,#503,xjR,BHE,#509,149,749,1,,都市,都市,destroy,破壊,medium,visible_datetime,"#503[xjR]が#509[BHE]領有中のLV.1都市#509(149,749)を 攻撃し、陣営のために破壊宝箱xを勝ち取りました 2026-5-30 12:07:08"
frame_0095.png,history_modal,2026/05/30 12:08:03,#523,fIrE,2N7,#511,349,349,3,,都市,都市,destroy,破壊,medium,visible_datetime,"#523[fIrE]が#511[2N7]領有中のLV.3都市#511(349,349)を 攻撃し、陣営のために破壊宝箱x10を勝ち取りました 2026-5-30 12:08:03"
frame_0096.png,history_modal,2026/05/30 12:08:03,#523,fIrE,2N7,#511,349,349,3,,都市,都市,destroy,破壊,medium,visible_datetime,"#523[fIrE]が#511[2N7]領有中のLV.3都市#511(349,349)を 攻撃し、陣営のために破壊宝箱*10を勝ち取りました 2026-5-30 12:08:03"
frame_0096.png,history_modal,2026/05/30 12:14:27,#440,GcC,BgNa,#480,449,249,2,,都市,都市,destroy,破壊,medium,visible_datetime,"#440[Gcc]が#480[BgNa]領有中のLv.2都市 #480(449,249)を攻撃し、陣営のために破壊宝箱x5を勝 ち取りました 2026-5-30 12:14:27"
frame_0096.png,history_modal,2026/05/30 12:15:26,#503,GX99,tWD,#509,249,349,2,,都市,都市,destroy,破壊,medium,visible_datetime,"#503[GX99が#509[tWD]領有中のLv.2都市 #509(249,349)を攻撃し、陣宮のために破壊宝額x5を勝 ち取りました 2026-5-30 12:15:26"
frame_0096.png,history_modal,2026/05/30 12:16:10,#440,GcC,WbW,#480,549,249,2,,都市,都市,destroy,破壊,medium,visible_datetime,"#440[Gcc]が#480[WbW]領有中のLV.2都市 #480(549,249)を攻撃し、陣営のために破壊宝額★5を勝 ち取りました 2026-5-30 12:16:10"
frame_0097.png,history_modal,2026/05/30 12:14:27,#440,GcC,BgNa,#480,449,249,2,,都市,都市,destroy,破壊,medium,visible_datetime,"#440[Gcc]が#480[BgNa]領有中のLV.2都市 #480(449,249)を攻撃し、陣営のために破壊宝箱x5を勝 ち取りました 2026-5-30 12:14:27"
frame_0097.png,history_modal,2026/05/30 12:15:33,#503,Lghs,tWD,#509,249,449,2,,都市,都市,destroy,破壊,medium,visible_datetime,"#503[Lghsが#509[tWD]領有中のLv.2都市 #509(249,449)を攻撃し、陣営のために破壊宝箱x5を勝 ち取りました 2026-5-30 12:15:33"
frame_0097.png,history_modal,2026/05/30 12:17:52,#534,JDX,MtG,#480,49,749,1,,都市,都市,destroy,破壊,medium,visible_datetime,"#534[JDX]が#480[MtG]領有中のLV.1都市#480(49,749)を 攻撃し、陣営のために破壊宝箱xを勝ち取りました 2026-5-30 12:17:52"
frame_0098.png,history_modal,2026/05/30 12:15:26,#503,GX99,tWD,#509,249,349,2,,都市,都市,destroy,破壊,medium,visible_datetime,"#503[GX99]が#509[tWD]領有中のLv.2都市 #509(249,349)を攻撃し、陣営のために破壊宝額x5を勝 ち取りました 2026-5-30 12:15:26"
frame_0098.png,history_modal,2026/05/30 12:16:10,#440,GcC,Wbu,#480,549,249,2,,都市,都市,destroy,破壊,medium,visible_datetime,"#440[Gcc]が#480[Wbu]領有中のLv.2都市 #480(549,249)を攻撃し、陣営のために破壊宝箱x5を勝 ち取りました 2026-5-30 12:16:10"
frame_0098.png,history_modal,2026/05/30 12:17:52,#534,JDX,MtG,#480,49,749,1,,都市,都市,destroy,破壊,medium,visible_datetime,"#534[JDX]が#480[MtG]領有中のLV.1都市#480(49,749)を 攻撃し、陣営のために破壊宝箱x2をち取りました 2026-5-30 12:17:52"
frame_0099.png,history_modal,2026/05/30 12:17:52,#534,JDX,MtG,#480,49,749,1,,都市,都市,destroy,破壊,medium,visible_datetime,"#534[JDX]が#480[MtG]領有中のLV.1都市#480(49,749)を 攻撃し、陣営のために破壊宝箱xを勝ち取りました 2026-5-30 12:17:52"
frame_0099.png,history_modal,2026/05/30 12:18:07,#503,xjR,0WM,#509,249,849,1,,都市,都市,destroy,破壊,medium,visible_datetime,"#503[xjR]が#509[0WM]領有中のLV.1都市 #509(249,849)を攻撃し、陣営のために破壊宝箱xを勝 ち取りました 2026-5-30 12:18:07"
frame_0100.png,history_modal,2026/05/30 12:16:10,#440,GcC,WbW,#480,549,249,2,,都市,都市,destroy,破壊,medium,visible_datetime,"#440[Gcc]が#480[WbW]領有中のLV.2都市 #480(549,249)を攻撃し、陣営のために破壊宝額＊5を勝 ち取りました 2026-5-30 12:16:10"
frame_0100.png,history_modal,2026/05/30 12:17:52,#534,JDX,MtG,#480,49,749,1,,都市,都市,destroy,破壊,medium,visible_datetime,"#534[JDX]が#480[MtG]領有中のLV.1都市#480(49,749)を 攻撃し、陣営のために破壊宝箱xを勝ち取りました 2026-5-30 12:17:52"
frame_0100.png,history_modal,2026/05/30 12:19:06,#509,FHX,RCON,#480,49,849,1,,都市,都市,destroy,破壊,medium,visible_datetime,"#509[FHX]が#480[RCON]領有中のLV.1都市 #480(49,849)を攻撃し、陣営のために破壊宝箱x2を勝 ち取りました 2026-5-30 12:19:06"
frame_0101.png,history_modal,2026/05/30 12:17:52,#534,JDX,MtG,#480,49,749,1,,都市,都市,destroy,破壊,medium,visible_datetime,"#534[JDX]が#480[MtG]領有中のLV.1都市#480(49,749)を 攻撃し、陣営のために破壊宝箱xを勝ち取りました 2026-5-30 12:17:52"
frame_0101.png,history_modal,2026/05/30 12:19:06,#509,FHX,RCON,#480,49,849,1,,都市,都市,destroy,破壊,medium,visible_datetime,"#509[FHXが#480[RCON]領有中のLV.1都市 #480(49,849)を攻撃し、陣営のために破壊宝箱xを勝 ち取りました 2026-5-30 12:19:06"
frame_0101.png,history_modal,2026/05/30 12:19:44,#503,one,SsQ,#509,749,249,2,,都市,都市,destroy,破壊,medium,visible_datetime,"#503[one]が#509[5s0]領有中のLV.2都市#509(749,249)を 攻撃し、陣営のために破壊宝箱x5を勝ち取りました 2026-5-30 12:19:44"
frame_0102.png,history_modal,2026/05/30 12:18:07,#503,xjR,OUM,#509,249,849,1,,都市,都市,destroy,破壊,medium,visible_datetime,"#503[xjR]が#509[OUM]領有中のLV.1都市 #509(249,849)を攻撃し、陣営のために破壊宝箱x2を勝 ち取りました 2026-5-30 12:18:07"
frame_0102.png,history_modal,2026/05/30 12:19:54,#480,RCON,SsQ,#509,749,349,2,,都市,都市,destroy,破壊,medium,visible_datetime,"#480[RCONが#509[5s0]領有中のLV.2都市 #509(749,349)を攻撃し、陣営のために破壊宝箱x5を勝 ち取りました 2026-5-30 12:19:54"
frame_0103.png,history_modal,2026/05/30 12:19:06,#509,FHX,RCON,#480,49,849,1,,都市,都市,destroy,破壊,medium,visible_datetime,"#509[FHX]が#480[RCON]領有中のLV.1都市 #480(49,849)を攻撃し、陣営のために破壊宝箱xを勝 ち取りました 2026-5-30 12:19:06"
frame_0103.png,history_modal,2026/05/30 12:19:44,#503,one,SsQ,#509,749,249,2,,都市,都市,destroy,破壊,medium,visible_datetime,"#503[one]が#509[5s0]領有中のLV.2都市#509(749,249)を 攻撃し、陣営のために破壊宝箱＊5を勝ち取りました 2026-5-30 12:19:44"
frame_0103.png,history_modal,2026/05/30 12:19:54,#480,RCON,SsQ,#509,749,349,2,,都市,都市,destroy,破壊,medium,visible_datetime,"#480[RCON]が#509[5s0]領有中のLV.2都市 #509(749,349)を攻撃し、陣営のために破壊宝箱x5を勝 ち取りました 2026-5-30 12:19:54"
frame_0103.png,history_modal,2026/05/30 12:20:32,#509,FHX,RCON,#480,149,849,1,,都市,都市,destroy,破壊,medium,visible_datetime,"#509[FHX]が#480[RCON]領有中のLV.1都市 #480(149,849)を攻撃し、陣営のために破壊宝額xを勝 ち取りました 2026-5-30 12:20:32"
frame_0104.png,history_modal,2026/05/30 12:20:49,#523,50U,2N7,#511,249,449,2,,都市,都市,destroy,破壊,medium,visible_datetime,"#523[50Uが#511[2N7]領有中のLv.2都市#511(249,449)を 攻撃し、陣営のために破壊宝箱x5を勝ち取りました 2026-5-30 12:20:49"
frame_0105.png,history_modal,2026/05/30 12:19:54,#480,RCON,550,#509,749,349,2,,都市,都市,destroy,破壊,medium,visible_datetime,"#480[RCON]が#509[550]領有中のLv.2都市 #509(749,349)を攻撃し、陣営のために破壊宝箱x5を勝 ち取りました 2026-5-30 12:19:54"
frame_0105.png,history_modal,2026/05/30 12:20:32,#509,FHX,RCON,#480,149,849,1,,都市,都市,destroy,破壊,medium,visible_datetime,"#509[FHX]が#480[RCON]領有中のLV.1都市 #480(149,849)を攻撃し、陣営のために破壊宝箱xを勝 ち取りました 2026-5-30 12:20:32"
frame_0105.png,history_modal,2026/05/30 12:20:49,#523,50U,2N7,#511,249,449,2,,都市,都市,destroy,破壊,medium,visible_datetime,"#523[50Uが#511[2N7]領有中のLv.2都市#511(249,449)を 攻撃し、陣営のために破壊宝箱x5を勝ち取りました 2026-5-30 12:20:49"
frame_0105.png,history_modal,2026/05/30 12:21:20,#480,RCON,SsQ,#509,849,349,1,,都市,都市,destroy,破壊,medium,visible_datetime,"#480[RCONが#509[5s0]領有中のLV.1都市 #509(849,349)を攻撃し、陣営のために破壊宝箱x2を勝 ち取りました 2026-5-30 12:21:20"
frame_0105.png,history_modal,2026/05/30 12:22:46,#480,TkTk,AoW,#509,549,849,1,,都市,都市,destroy,破壊,medium,visible_datetime,"#480[TkTk]が#509[AoW]領有中のLV.1都市 #509(549,849)を攻撃し、陣営のために破壊宝箱x2を勝 ち取りました 2026-5-30 12:22:46"
frame_0106.png,history_modal,2026/05/30 12:20:32,#509,FHX,RCON,#480,149,849,1,,都市,都市,destroy,破壊,medium,visible_datetime,"#509[FHX]が#480[RCON]領有中のLV.1都市 #480(149,849)を攻撃し、陣営のために破壊宝箱x2を勝 ち取りました 2026-5-30 12:20:32"
frame_0106.png,history_modal,2026/05/30 12:20:49,#523,5DU,2N7,#511,249,449,2,,都市,都市,destroy,破壊,medium,visible_datetime,"#523[5DUが#511[2N7]領有中のLV.2都市#511(249,449)を 攻撃し、陣営のために破壊宝箱x5を勝ち取りました 2026-5-30 12:20:49"
frame_0106.png,history_modal,2026/05/30 12:21:20,#480,RCON,5S0,#509,849,349,1,,都市,都市,destroy,破壊,medium,visible_datetime,"#480[RCONが#509[5S0]領有中のLV.1都市 #509(849,349)を攻撃し、陣営のために破壊宝箱xを勝 ち取りました 2026-5-30 12:21:20"
frame_0106.png,history_modal,2026/05/30 12:22:46,#480,TKTH,AoW,#509,549,849,1,,都市,都市,destroy,破壊,medium,visible_datetime,"#480[TKTHが#509[AoW]領有中のLV.1都市 #509(549,849)を攻撃し、陣営のために破壊宝箱x2を勝 ち取りました 2026-5-30 12:22:46"
frame_0106.png,history_modal,2026/05/30 12:23:36,#534,JDX,MtG,#480,149,749,1,,都市,都市,destroy,破壊,medium,visible_datetime,"#534[DX]が#480[MtG]領有中のLV.1都市#480(149,749)を 攻撃し、陣営のために破壊宝箱xを勝ち取りました 2026-5-30 12:23:36"
frame_0107.png,history_modal,2026/05/30 12:20:49,#523,50U,2N7,#511,249,449,2,,都市,都市,destroy,破壊,medium,visible_datetime,"#523[50U]が#511[2N7]領有中のLV.2都市#511(249,449)を 攻撃し、陣営のために破壊宝箱x5を勝ち取りました 2026-5-30 12:20:49"
frame_0107.png,history_modal,2026/05/30 12:21:20,#480,RCON,SsQ,#509,849,349,1,,都市,都市,destroy,破壊,medium,visible_datetime,"#480[RCON]が#509[5sQ]領有中のLV.1都市 #509(849,349)を攻撃し、陣営のために破壊宝箱x2を勝 ち取りました 2026-5-30 12:21:20"
frame_0108.png,history_modal,2026/05/30 12:21:20,#480,RCON,550,#509,849,349,1,,都市,都市,destroy,破壊,medium,visible_datetime,"#480[RCONが#509[550]領有中のLV.1都市 #509(849,349)を攻撃し、陣営のために破壊宝箱x2を勝 ち取りました 2026-5-30 12:21:20"
frame_0108.png,history_modal,2026/05/30 12:22:46,#480,TkTk,AoW,#509,549,849,1,,都市,都市,destroy,破壊,medium,visible_datetime,"#480[TkTk]が#509[AoW]領有中のLV.1都市 #509(549,849)を攻撃し、陣営のために破壊宝額＊2を勝 ち取りました 2026-5-30 12:22:46"
frame_0108.png,history_modal,2026/05/30 12:23:36,#534,JDX,MtG,#480,149,749,1,,都市,都市,destroy,破壊,medium,visible_datetime,"#534[JDX]が#480[MtG]領有中のLV.1都市#480(149,749)を 攻撃し、陣営のために破壊宝額x2を勝ち取りました 2026-5-30 12:23:36"
frame_0108.png,history_modal,2026/05/30 12:24:14,#480,AAOA,sbM,#511,749,249,2,,都市,都市,destroy,破壊,medium,visible_datetime,"#480[AAOAが#511[sbM]領有中のLV.2都市 #511(749,249)を攻撃し、陣営のために破壊宝箱x5を勝 ち取りました 2026-5-30 12:24:14"
frame_0109.png,history_modal,2026/05/30 12:23:36,#534,JDX,MtG,#480,149,749,1,,都市,都市,destroy,破壊,medium,visible_datetime,"#534[JDX]が#480[MtG]領有中のLV.1都市#480(149,749)を 攻撃し、陣営のために破壊宝箱xを勝ち取りました 2026-5-30 12:23:36"
frame_0109.png,history_modal,2026/05/30 12:25:17,#523,5DU,,#511,149,349,1,,都市,都市,destroy,破壊,medium,visible_datetime,"#523[5DUが#511領有中のLV.1都市#511(149,349)を 攻撃し、陣営のために破壊宝箱xを勝ち取りました 2026-5-30 12:25:17"
frame_0109.png,history_modal,2026/05/30 12:30:00,#476,476A,5S0,#509,349,449,3,,都市,都市,destroy,破壊,medium,visible_datetime,"#476[476Aが#509[5S0]領有中のLV.3都市 #509(349,449)を攻撃し、陣営のために破壊宝箱x10を 勝ち取りました 2026-5-30 12:30:00"
