server,coord,row,memo
#511,j-20,1190,都市破壊ログ 2026/05/28 00:02:18 / #511 X:949 Y:949 Lv.1都市 / 攻撃側 #480[CDF8] / 防衛側 #511 / 宝箱×2 / 破壊済み・復活なし
